"node_id","id","name","forte","bit","bit_reverse","pitch_set","interval_cycle","interval_vector","orientation","chirality","role","fine_role","identity_category","identity_type","tier","tier_number","office","office_index","has_governor_seat","office_authority","anchor_mechanism","assignment_status","resolution_class","universal_classification","governing_parent_count","construction_parent_count","seat_contact_count","identity_evidence_contact_count","identity_evidence_office_counts_json","identity_evidence_tier_counts_json","relational_office","plurality_contact_office","contact_count","contact_office_counts_json","contact_tier_counts_json","office_basis","registered_before_completion","added_by_completion"
"scale:1259","1259","Blues Phrygian","7-29","b110101110010","b010011101011","{0,1,3,5,6,7,10}","1-2-2-1-1-3-2","3,4,4,3,5,2","7-29 orientation B","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Saturn","6",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1261","1261","Modified Blues","7-27","b101101110010","b010011101101","{0,2,3,5,6,7,10}","2-1-2-1-1-3-2","3,4,4,4,5,1","7-27 orientation B","chiral","satellite","satellite_A1","SATELLITE","direct_satellite","A1","1","Venus","5",true,"inherited_unique_parent",,"inherited","A1_direct_satellite","a1_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1267","1267","7-19 rooted state 1267","7-19","b110011110010","b010011110011","{0,1,4,5,6,7,10}","1-3-1-1-1-3-2","4,3,4,3,4,3","7-19 orientation B","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Saturn","4","{""Jupiter"":1,""Saturn"":3}","{""A0"":2,""A2"":1,""D2"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",false,true
"scale:1269","1269","Major Locrian ♭♭6","7-24","b101011110010","b010011110101","{0,2,4,5,6,7,10}","2-2-1-1-1-3-2","3,5,3,4,4,2","7-24 orientation B","chiral","satellite","satellite_A2","SATELLITE","direct_satellite","A2","2","Jupiter","4",true,"inherited_unique_parent",,"inherited","A2_direct_satellite","a2_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1273","1273","Tanarupi V","7-Z12","b100111110010","b010011111001","{0,3,4,5,6,7,10}","3-1-1-1-1-3-2","4,4,4,3,4,2","7-Z12 single orientation","achiral","anchor","anchor_D5","D","same_office_convergence_anchor","D5","5","Jupiter","4",true,"declared_contact_signature","satellite_mediated_same_office_convergence","validated","validated_D5_anchor","d5_anchor","0","0","2","2","{""Jupiter"":2}","{""A2"":2}",,,,,,"7-Z12 same-office convergence from two established A2 satellite contacts",true,false
"scale:1311","1311","Alt 34♭5","7-9","b111110001010","b010100011111","{0,1,2,3,4,8,10}","1-1-1-1-4-2-2","4,5,3,4,3,2","7-9 orientation B","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Saturn",,"2","{""Saturn"":2}","{""D5"":2}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",true,false
"scale:1327","1327","Lipsean Mode IV","7-23","b111101001010","b010100101111","{0,1,2,3,5,8,10}","1-1-1-2-3-2-2","3,5,4,3,5,1","7-23 orientation B","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Moon",,"4","{""Moon"":4}","{""A2"":2,""D3"":1,""D5"":1}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",true,false
"scale:1335","1335","Elephant Scale","7-26","b111011001010","b010100110111","{0,1,2,4,5,8,10}","1-1-2-1-3-2-2","3,4,4,5,3,2","7-26 orientation B","chiral","satellite","satellite_A2","SATELLITE","direct_satellite","A2","2","Moon","1",true,"inherited_unique_parent",,"inherited","A2_direct_satellite","a2_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1339","1339","Alt ♭♭5","7-27","b110111001010","b010100111011","{0,1,3,4,5,8,10}","1-2-1-1-3-2-2","3,4,4,4,5,1","7-27 orientation B","chiral","satellite","satellite_A1","SATELLITE","direct_satellite","A1","1","Sun","0",true,"inherited_unique_parent",,"inherited","A1_direct_satellite","a1_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1341","1341","Alt ♮2♭♭5","7-24","b101111001010","b010100111101","{0,2,3,4,5,8,10}","2-1-1-1-3-2-2","3,5,3,4,4,2","7-24 orientation B","chiral","satellite","satellite_A2","SATELLITE","direct_satellite","A2","2","Saturn","6",true,"inherited_unique_parent",,"inherited","A2_direct_satellite","a2_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1359","1359","Alt double-flat 3, double-flat 4","7-24","b111100101010","b010101001111","{0,1,2,3,6,8,10}","1-1-1-3-2-2-2","3,5,3,4,4,2","7-24 orientation B","chiral","satellite","satellite_A2","SATELLITE","direct_satellite","A2","2","Moon","1",true,"inherited_unique_parent",,"inherited","A2_direct_satellite","a2_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1367","1367","Leading Whole-Tone Inverse","7-33","b111010101010","b010101010111","{0,1,2,4,6,8,10}","1-1-2-2-2-2-2","2,6,2,6,2,3","7-33 single orientation","achiral","anchor","anchor_A2","A","midpoint_anchor","A2","2","Moon","1",true,"declared_midpoint","direct_achiral_midpoint","derived","validated_A2_anchor","a2_anchor","0","2","0",,,,,,,,,"modal-orbit transport from the declared Lydian Minor / Mars fixture",true,false
"scale:1371","1371","Superlocrian","7-34","b110110101010","b010101011011","{0,1,3,4,6,8,10}","1-2-1-2-2-2-2","2,5,4,4,4,2","7-34 single orientation","achiral","anchor","anchor_A1","A","midpoint_anchor","A1","1","Sun","0",true,"declared_midpoint","direct_achiral_midpoint","validated","validated_A1_anchor","a1_anchor","0","2","0",,,,,,,,,"validated A0 midpoint/phase-seam construction",true,false
"scale:1373","1373","Storian","7-33","b101110101010","b010101011101","{0,2,3,4,6,8,10}","2-1-1-2-2-2-2","2,6,2,6,2,3","7-33 single orientation","achiral","anchor","anchor_A2","A","midpoint_anchor","A2","2","Saturn","6",true,"declared_midpoint","direct_achiral_midpoint","derived","validated_A2_anchor","a2_anchor","0","2","0",,,,,,,,,"modal-orbit transport from the declared Lydian Minor / Mars fixture",true,false
"scale:1383","1383","Locrian double-flat 3","7-30","b111001101010","b010101100111","{0,1,2,5,6,8,10}","1-1-3-1-2-2-2","3,4,3,5,4,2","7-30 orientation B","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Saturn","6",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1387","1387","Locrian","7-35","b110101101010","b010101101011","{0,1,3,5,6,8,10}","1-2-2-1-2-2-2","2,5,4,3,6,1","7-35 single orientation","achiral","anchor","anchor_A0","A","canonical_anchor","A0","0","Saturn","6",true,"canonical_identity","canonical_governor_frame","canonical","canonical_A0_identity","a0_anchor","0","0","0",,,,,,,,,"canonical A0 governor registry",true,false
"scale:1389","1389","Half-Diminished","7-34","b101101101010","b010101101101","{0,2,3,5,6,8,10}","2-1-2-1-2-2-2","2,5,4,4,4,2","7-34 single orientation","achiral","anchor","anchor_A1","A","midpoint_anchor","A1","1","Venus","5",true,"declared_midpoint","direct_achiral_midpoint","validated","validated_A1_anchor","a1_anchor","0","2","0",,,,,,,,,"validated A0 midpoint/phase-seam construction",true,false
"scale:1395","1395","Locrian Dominant","7-30","b110011101010","b010101110011","{0,1,4,5,6,8,10}","1-3-1-1-2-2-2","3,4,3,5,4,2","7-30 orientation A","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Saturn","6",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1397","1397","Major Locrian","7-33","b101011101010","b010101110101","{0,2,4,5,6,8,10}","2-2-1-1-2-2-2","2,6,2,6,2,3","7-33 single orientation","achiral","anchor","anchor_A2","A","midpoint_anchor","A2","2","Jupiter","4",true,"declared_midpoint","direct_achiral_midpoint","derived","validated_A2_anchor","a2_anchor","0","2","0",,,,,,,,,"modal-orbit transport from the declared Lydian Minor / Mars fixture",true,false
"scale:1401","1401","Major Locrian ♯2","7-24","b100111101010","b010101111001","{0,3,4,5,6,8,10}","3-1-1-1-2-2-2","3,5,3,4,4,2","7-24 orientation A","chiral","satellite","satellite_A2","SATELLITE","direct_satellite","A2","2","Jupiter","4",true,"inherited_unique_parent",,"inherited","A2_direct_satellite","a2_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1423","1423","Alt ♮5♭♭3♭4","7-14","b111100011010","b010110001111","{0,1,2,3,7,8,10}","1-1-1-4-1-2-2","4,4,3,3,5,2","7-14 orientation B","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Moon","5","{""Moon"":3,""Mercury"":2}","{""A2"":2,""D2"":2,""D5"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",true,false
"scale:1431","1431","Astrocyte","7-28","b111010011010","b010110010111","{0,1,2,4,7,8,10}","1-1-2-3-1-2-2","3,4,4,4,3,3","7-28 orientation A","chiral","satellite","satellite_A2","SATELLITE","direct_satellite","A2","2","Moon","1",true,"inherited_unique_parent",,"inherited","A2_direct_satellite","a2_satellite","1","0","0",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1435","1435","Maqam Saba Zamzam","7-32","b110110011010","b010110011011","{0,1,3,4,7,8,10}","1-2-1-3-1-2-2","3,3,5,4,4,2","7-32 orientation B","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Venus","5",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1437","1437","Sabach","7-30","b101110011010","b010110011101","{0,2,3,4,7,8,10}","2-1-1-3-1-2-2","3,4,3,5,4,2","7-30 orientation B","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Jupiter","4",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1447","1447","Rāga Phenadyuti","7-29","b111001011010","b010110100111","{0,1,2,5,7,8,10}","1-1-3-2-1-2-2","3,4,4,3,5,2","7-29 orientation B","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Venus","5",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1451","1451","Phrygian","7-35","b110101011010","b010110101011","{0,1,3,5,7,8,10}","1-2-2-2-1-2-2","2,5,4,3,6,1","7-35 single orientation","achiral","anchor","anchor_A0","A","canonical_anchor","A0","0","Venus","5",true,"canonical_identity","canonical_governor_frame","canonical","canonical_A0_identity","a0_anchor","0","0","0",,,,,,,,,"canonical A0 governor registry",true,false
"scale:1453","1453","Aeolian","7-35","b101101011010","b010110101101","{0,2,3,5,7,8,10}","2-1-2-2-1-2-2","2,5,4,3,6,1","7-35 single orientation","achiral","anchor","anchor_A0","A","canonical_anchor","A0","0","Jupiter","4",true,"canonical_identity","canonical_governor_frame","canonical","canonical_A0_identity","a0_anchor","0","0","0",,,,,,,,,"canonical A0 governor registry",true,false
"scale:1459","1459","Phrygian Dominant","7-32","b110011011010","b010110110011","{0,1,4,5,7,8,10}","1-3-1-2-1-2-2","3,3,5,4,4,2","7-32 orientation A","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Venus","5",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1461","1461","Mixolydian ♭6","7-34","b101011011010","b010110110101","{0,2,4,5,7,8,10}","2-2-1-2-1-2-2","2,5,4,4,4,2","7-34 single orientation","achiral","anchor","anchor_A1","A","midpoint_anchor","A1","1","Mercury","3",true,"declared_midpoint","direct_achiral_midpoint","validated","validated_A1_anchor","a1_anchor","0","2","0",,,,,,,,,"validated A0 midpoint/phase-seam construction",true,false
"scale:1465","1465","Rāga Cudamani","7-27","b100111011010","b010110111001","{0,3,4,5,7,8,10}","3-1-1-2-1-2-2","3,4,4,4,5,1","7-27 orientation A","chiral","satellite","satellite_A1","SATELLITE","direct_satellite","A1","1","Mercury","3",true,"inherited_unique_parent",,"inherited","A1_direct_satellite","a1_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1479","1479","Mela Jalarnava","7-15","b111000111010","b010111000111","{0,1,2,6,7,8,10}","1-1-4-1-1-2-2","4,4,2,4,4,3","7-15 single orientation","achiral","anchor","anchor_D2","D","same_office_convergence_anchor","D2","2","Venus","5",true,"declared_contact_signature","satellite_mediated_same_office_convergence","validated","validated_D2_anchor","d2_anchor","0","0","2","2","{""Venus"":2}",,,,,,,"7-15 same-office convergence from two independently agreeing A0-satellite contacts",true,false
"scale:1483","1483","Mela Bhavapriya","7-29","b110100111010","b010111001011","{0,1,3,6,7,8,10}","1-2-3-1-1-2-2","3,4,4,3,5,2","7-29 orientation A","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Venus","5",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1485","1485","Mela Sanmukhapriya","7-30","b101100111010","b010111001101","{0,2,3,6,7,8,10}","2-1-3-1-1-2-2","3,4,3,5,4,2","7-30 orientation A","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Jupiter","4",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1491","1491","Namanarayani","7-28","b110010111010","b010111010011","{0,1,4,6,7,8,10}","1-3-2-1-1-2-2","3,4,4,4,3,3","7-28 orientation B","chiral","satellite","satellite_A2","SATELLITE","direct_satellite","A2","2","Mars","2",true,"inherited_unique_parent",,"inherited","A2_direct_satellite","a2_satellite","1","0","0",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1493","1493","Lydian Minor","7-33","b101010111010","b010111010101","{0,2,4,6,7,8,10}","2-2-2-1-1-2-2","2,6,2,6,2,3","7-33 single orientation","achiral","anchor","anchor_A2","A","midpoint_anchor","A2","2","Mars","2",true,"declared_midpoint","direct_achiral_midpoint","declared fixture","validated_A2_anchor","a2_anchor","0","2","0",,,,,,,,,"declared A2 relational office",true,false
"scale:1497","1497","Jyoti Swarupini","7-26","b100110111010","b010111011001","{0,3,4,6,7,8,10}","3-1-2-1-1-2-2","3,4,4,5,3,2","7-26 orientation A","chiral","satellite","satellite_A2","SATELLITE","direct_satellite","A2","2","Mars","2",true,"inherited_unique_parent",,"inherited","A2_direct_satellite","a2_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1507","1507","Lydian ♭7♭2♭6♯3","7-14","b110001111010","b010111100011","{0,1,5,6,7,8,10}","1-4-1-1-1-2-2","4,4,3,3,5,2","7-14 orientation A","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Mars","5","{""Sun"":2,""Mars"":3}","{""A2"":2,""D2"":2,""D5"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",true,false
"scale:1509","1509","Lydian Minor ♯3","7-24","b101001111010","b010111100101","{0,2,5,6,7,8,10}","2-3-1-1-1-2-2","3,5,3,4,4,2","7-24 orientation A","chiral","satellite","satellite_A2","SATELLITE","direct_satellite","A2","2","Mars","2",true,"inherited_unique_parent",,"inherited","A2_direct_satellite","a2_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1513","1513","Lydian ♭7♭6♯2♯3","7-23","b100101111010","b010111101001","{0,3,5,6,7,8,10}","3-2-1-1-1-2-2","3,5,4,3,5,1","7-23 orientation A","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Mars",,"4","{""Mars"":4}","{""A2"":2,""D3"":1,""D5"":1}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",true,false
"scale:1521","1521","Lydian 7♭6♯32","7-9","b100011111010","b010111110001","{0,4,5,6,7,8,10}","4-1-1-1-1-2-2","4,5,3,4,3,2","7-9 orientation A","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Jupiter",,"2","{""Jupiter"":2}","{""D5"":2}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",true,false
"scale:1567","1567","7-4 rooted state 1567","7-4","b111110000110","b011000011111","{0,1,2,3,4,9,10}","1-1-1-1-5-1-2","5,4,4,3,3,2","7-4 orientation B","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Moon",,"2","{""Moon"":2}","{""D3"":1,""D6"":1}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",false,true
"scale:1583","1583","Alt ♮6♭♭3♭4♭5","7-11","b111101000110","b011000101111","{0,1,2,3,5,9,10}","1-1-1-2-4-1-2","4,4,4,4,4,1","7-11 orientation A","chiral","satellite","satellite_D3","SATELLITE","direct_satellite","D3","3","Moon","1",true,"inherited_unique_parent",,"inherited","D3_direct_satellite","d3_satellite","1","0","1",,,,,,,,,"direct eligible relation to 7-Z37 D3 anchor 1591; earlier precedence preserved",true,false
"scale:1591","1591","Alt ♮6♭♭3♭5","7-Z37","b111011000110","b011000110111","{0,1,2,4,5,9,10}","1-1-2-1-4-1-2","4,3,4,5,4,1","7-Z37 single orientation","achiral","anchor","anchor_D3","D","same_office_convergence_anchor","D3","3","Moon","1",true,"declared_contact_signature","satellite_mediated_same_office_convergence","validated","validated_D3_anchor","d3_anchor","0","0","4","4","{""Moon"":4}","{""D2"":2,""A2"":2}",,,,,,"7-Z37 dual-tier same-office convergence from two A2 and two D2 satellite contacts",true,false
"scale:1595","1595","Alt ♮65","7-Z38","b110111000110","b011000111011","{0,1,3,4,5,9,10}","1-2-1-1-4-1-2","4,3,4,4,4,2","7-Z38 orientation B","chiral","satellite","satellite_D2","SATELLITE","direct_satellite","D2","2","Moon","1",true,"inherited_unique_parent",,"inherited","D2_direct_satellite","d2_satellite","1","0","1",,,,,,,,,"direct eligible relation to 7-15 D2 anchor 3189; earlier precedence preserved",true,false
"scale:1597","1597","Rāga Ravikosh","7-14","b101111000110","b011000111101","{0,2,3,4,5,9,10}","2-1-1-1-4-1-2","4,4,3,3,5,2","7-14 orientation B","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Saturn","5","{""Moon"":2,""Saturn"":3}","{""A2"":2,""D2"":2,""D5"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",true,false
"scale:1615","1615","Sydian (Alt ♮6𝄫34)","7-16","b111100100110","b011001001111","{0,1,2,3,6,9,10}","1-1-1-3-3-1-2","4,3,5,4,3,2","7-16 orientation B","chiral","satellite","satellite_D4","SATELLITE","direct_satellite","D4","4","Mars","2",true,"inherited_unique_parent",,"inherited","D4_direct_satellite","d4_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-Z17 D4 anchor 3229; earlier precedence preserved",true,false
"scale:1623","1623","Alt ♮63","7-26","b111010100110","b011001010111","{0,1,2,4,6,9,10}","1-1-2-2-3-1-2","3,4,4,5,3,2","7-26 orientation A","chiral","satellite","satellite_A2","SATELLITE","direct_satellite","A2","2","Moon","1",true,"inherited_unique_parent",,"inherited","A2_direct_satellite","a2_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1627","1627","Superlocrian ♯6","7-31","b110110100110","b011001011011","{0,1,3,4,6,9,10}","1-2-1-2-3-1-2","3,3,6,3,3,3","7-31 orientation A","chiral","satellite","satellite_A1","SATELLITE","direct_satellite","A1","1","Sun","0",true,"inherited_unique_parent",,"inherited","A1_direct_satellite","a1_satellite","1","0","0",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1629","1629","Dorian Blues","7-28","b101110100110","b011001011101","{0,2,3,4,6,9,10}","2-1-1-2-3-1-2","3,4,4,4,3,3","7-28 orientation A","chiral","satellite","satellite_A2","SATELLITE","direct_satellite","A2","2","Saturn","6",true,"inherited_unique_parent",,"inherited","A2_direct_satellite","a2_satellite","1","0","0",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1639","1639","7-21 rooted state 1639","7-21","b111001100110","b011001100111","{0,1,2,5,6,9,10}","1-1-3-1-3-1-2","4,2,4,6,4,1","7-21 orientation B","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Saturn","4","{""Moon"":1,""Jupiter"":1,""Saturn"":2}","{""A0"":2,""A1"":1,""A2"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",false,true
"scale:1643","1643","Locrian ♮6","7-32","b110101100110","b011001101011","{0,1,3,5,6,9,10}","1-2-2-1-3-1-2","3,3,5,4,4,2","7-32 orientation A","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Saturn","6",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1645","1645","Dorian ♭5","7-32","b101101100110","b011001101101","{0,2,3,5,6,9,10}","2-1-2-1-3-1-2","3,3,5,4,4,2","7-32 orientation B","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Mercury","3",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1651","1651","Tsinganikos","7-22","b110011100110","b011001110011","{0,1,4,5,6,9,10}","1-3-1-1-3-1-2","4,2,4,5,4,2","7-22 single orientation","achiral","anchor","anchor_D1","D","diagonal_anchor","D1","1","Jupiter","4",true,"declared_contact_signature","satellite_mediated_diagonal","validated","validated_D1_anchor","d1_anchor","0","0","4","4","{""Mars"":2,""Saturn"":2}","{""A0"":4}",,,,,,"7-22 second-order midpoint from symmetric A0-satellite contacts at g−2 and g+2",true,false
"scale:1653","1653","Mixolydian ♭5","7-30","b101011100110","b011001110101","{0,2,4,5,6,9,10}","2-2-1-1-3-1-2","3,4,3,5,4,2","7-30 orientation B","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Mars","2",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1657","1657","7-19 rooted state 1657","7-19","b100111100110","b011001111001","{0,3,4,5,6,9,10}","3-1-1-1-3-1-2","4,3,4,3,4,3","7-19 orientation A","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Mars","4","{""Mars"":3,""Jupiter"":1}","{""A0"":2,""A2"":1,""D2"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",false,true
"scale:1679","1679","Zephyrean Mode V","7-Z36","b111100010110","b011010001111","{0,1,2,3,7,9,10}","1-1-1-4-2-1-2","4,4,4,3,4,2","7-Z36 orientation B","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Mars",,"2","{""Mars"":2}","{""D4"":2}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",true,false
"scale:1687","1687","Midlocrian","7-25","b111010010110","b011010010111","{0,1,2,4,7,9,10}","1-1-2-3-2-1-2","3,4,5,3,4,2","7-25 orientation B","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Jupiter","5","{""Moon"":2,""Jupiter"":3}","{""A1"":2,""A2"":2,""D4"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",true,false
"scale:1691","1691","Dorian ♭2♭4","7-31","b110110010110","b011010011011","{0,1,3,4,7,9,10}","1-2-1-3-2-1-2","3,3,6,3,3,3","7-31 orientation B","chiral","satellite","satellite_A1","SATELLITE","direct_satellite","A1","1","Jupiter","4",true,"inherited_unique_parent",,"inherited","A1_direct_satellite","a1_satellite","1","0","0",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1693","1693","Dorian ♭4","7-29","b101110010110","b011010011101","{0,2,3,4,7,9,10}","2-1-1-3-2-1-2","3,4,4,3,5,2","7-29 orientation B","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Mercury","3",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1703","1703","Rāga Bhanumati","7-27","b111001010110","b011010100111","{0,1,2,5,7,9,10}","1-1-3-2-2-1-2","3,4,4,4,5,1","7-27 orientation B","chiral","satellite","satellite_A1","SATELLITE","direct_satellite","A1","1","Jupiter","4",true,"inherited_unique_parent",,"inherited","A1_direct_satellite","a1_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1707","1707","Dorian ♭2","7-34","b110101010110","b011010101011","{0,1,3,5,7,9,10}","1-2-2-2-2-1-2","2,5,4,4,4,2","7-34 single orientation","achiral","anchor","anchor_A1","A","midpoint_anchor","A1","1","Jupiter","4",true,"declared_midpoint","direct_achiral_midpoint","validated","validated_A1_anchor","a1_anchor","0","2","0",,,,,,,,,"validated A0 midpoint/phase-seam construction",true,false
"scale:1709","1709","Dorian","7-35","b101101010110","b011010101101","{0,2,3,5,7,9,10}","2-1-2-2-2-1-2","2,5,4,3,6,1","7-35 single orientation","achiral","anchor","anchor_A0","A","canonical_anchor","A0","0","Mercury","3",true,"canonical_identity","canonical_governor_frame","canonical","canonical_A0_identity","a0_anchor","0","0","0",,,,,,,,,"canonical A0 governor registry",true,false
"scale:1715","1715","Dominant ♭2","7-32","b110011010110","b011010110011","{0,1,4,5,7,9,10}","1-3-1-2-2-1-2","3,3,5,4,4,2","7-32 orientation B","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Mars","2",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:1717","1717","Mixolydian","7-35","b101011010110","b011010110101","{0,2,4,5,7,9,10}","2-2-1-2-2-1-2","2,5,4,3,6,1","7-35 single orientation","achiral","anchor","anchor_A0","A","canonical_anchor","A0","0","Mars","2",true,"canonical_identity","canonical_governor_frame","canonical","canonical_A0_identity","a0_anchor","0","0","0",,,,,,,,,"canonical A0 governor registry",true,false
