id,name,forte,orientation,chirality,bit,bitReverse,pitchSet,intervalCycle,intervalVector,maxCyclicGap,ianMainIndexAdmissible,registeredBeforeCompletion,addedByCompletion,role,fineRole,tier,office,officeIndex,universalClassification,relationalOffice,pluralityContactOffice,zPartner,sourceProvenance
3723,Phrygian +45,7-8,7-8 single orientation,achiral,b110100010111,b111010001011,"{0,1,3,7,9,10,11}",1-2-4-2-1-1-1,"4,5,4,4,2,2",4,true,true,false,anchor,anchor_D6,D6,Venus,5,d6_anchor,,,,Preserved A0–D6 network state
3909,Superlydian Augmented ♮235♯4,7-8,7-8 single orientation,achiral,b101000101111,b111101000101,"{0,2,6,8,9,10,11}",2-4-2-1-1-1-1,"4,5,4,4,2,2",4,true,true,false,anchor,anchor_D6,D6,Sun,0,d6_anchor,,,,Preserved A0–D6 network state
351,Infra-Alt 567,7-9,7-9 orientation A,chiral,b111110101000,b000101011111,"{0,1,2,3,4,6,8}",1-1-1-1-2-2-4,"4,5,3,4,3,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Saturn,,,Preserved A0–D6 network state
1521,Lydian 7♭6♯32,7-9,7-9 orientation A,chiral,b100011111010,b010111110001,"{0,4,5,6,7,8,10}",4-1-1-1-1-2-2,"4,5,3,4,3,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Jupiter,,,Preserved A0–D6 network state
1989,Dominant +34,7-9,7-9 orientation A,chiral,b101000111110,b011111000101,"{0,2,6,7,8,9,10}",2-4-1-1-1-1-2,"4,5,3,4,3,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Mars,,,Preserved A0–D6 network state
2223,Arcadian Minor,7-9,7-9 orientation A,chiral,b111101010001,b100010101111,"{0,1,2,3,5,7,11}",1-1-1-2-2-4-1,"4,5,3,4,3,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Moon,,,Preserved A0–D6 network state
3159,Alt ♮7♯6𝄫3,7-9,7-9 orientation A,chiral,b111010100011,b110001010111,"{0,1,2,4,6,10,11}",1-1-2-2-4-1-1,"4,5,3,4,3,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Mercury,,,Preserved A0–D6 network state
3627,Neapolitan Maj 5♯6,7-9,7-9 orientation A,chiral,b110101000111,b111000101011,"{0,1,3,5,9,10,11}",1-2-2-4-1-1-1,"4,5,3,4,3,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Venus,,,Preserved A0–D6 network state
3861,Ionian ♯45♯6,7-9,7-9 orientation A,chiral,b101010001111,b111100010101,"{0,2,4,8,9,10,11}",2-2-4-1-1-1-1,"4,5,3,4,3,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Sun,,,Preserved A0–D6 network state
501,Major Locrian 6♭7,7-9,7-9 orientation B,chiral,b101011111000,b000111110101,"{0,2,4,5,6,7,8}",2-2-1-1-1-1-4,"4,5,3,4,3,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Mars,,,Preserved A0–D6 network state
1149,Alt ♮25♭6,7-9,7-9 orientation B,chiral,b101111100010,b010001111101,"{0,2,3,4,5,6,10}",2-1-1-1-1-4-2,"4,5,3,4,3,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Jupiter,,,Preserved A0–D6 network state
1311,Alt 34♭5,7-9,7-9 orientation B,chiral,b111110001010,b010100011111,"{0,1,2,3,4,8,10}",1-1-1-1-4-2-2,"4,5,3,4,3,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Saturn,,,Preserved A0–D6 network state
2703,Erratic Minor,7-9,7-9 orientation B,chiral,b111100010101,b101010001111,"{0,1,2,3,7,9,11}",1-1-1-4-2-2-1,"4,5,3,4,3,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Moon,,,Preserved A0–D6 network state
3399,Phrygian +𝄫3,7-9,7-9 orientation B,chiral,b111000101011,b110101000111,"{0,1,2,6,8,10,11}",1-1-4-2-2-1-1,"4,5,3,4,3,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Mercury,,,Preserved A0–D6 network state
3747,Superlydian Augmented ♭2𝄪4𝄪5,7-9,7-9 orientation B,chiral,b110001010111,b111010100011,"{0,1,5,7,9,10,11}",1-4-2-2-1-1-1,"4,5,3,4,3,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Venus,,,Preserved A0–D6 network state
3921,Superlydian Augmented 23♯45,7-9,7-9 orientation B,chiral,b100010101111,b111101010001,"{0,4,6,8,9,10,11}",4-2-2-1-1-1-1,"4,5,3,4,3,2",4,true,true,false,boundary,oriented_convergence,,,,oriented_convergence,Sun,,,Preserved A0–D6 network state
607,Infra-Alt 56,7-10,7-10 orientation A,chiral,b111110100100,b001001011111,"{0,1,2,3,4,6,9}",1-1-1-1-2-3-3,"4,4,5,3,3,2",3,true,true,false,satellite,satellite_D5,D5,Saturn,6,d5_satellite,,,,Preserved A0–D6 network state
761,Major Locrian ♯267,7-10,7-10 orientation A,chiral,b100111110100,b001011111001,"{0,3,4,5,6,7,9}",3-1-1-1-1-2-3,"4,4,5,3,3,2",3,true,true,false,satellite,satellite_D5,D5,Jupiter,4,d5_satellite,,,,Preserved A0–D6 network state
1993,Dominant +♯234,7-10,7-10 orientation A,chiral,b100100111110,b011111001001,"{0,3,6,7,8,9,10}",3-3-1-1-1-1-2,"4,4,5,3,3,2",3,true,true,false,satellite,satellite_D5,D5,Mars,2,d5_satellite,,,,Preserved A0–D6 network state
2351,Alt ♮7345,7-10,7-10 orientation A,chiral,b111101001001,b100100101111,"{0,1,2,3,5,8,11}",1-1-1-2-3-3-1,"4,4,5,3,3,2",3,true,true,false,satellite,satellite_D5,D5,Moon,1,d5_satellite,,,,Preserved A0–D6 network state
3223,Alt ♮57♯63,7-10,7-10 orientation A,chiral,b111010010011,b110010010111,"{0,1,2,4,7,10,11}",1-1-2-3-3-1-1,"4,4,5,3,3,2",3,true,true,false,satellite,satellite_D5,D5,Mercury,3,d5_satellite,,,,Preserved A0–D6 network state
3659,Phrygian +5,7-10,7-10 orientation A,chiral,b110100100111,b111001001011,"{0,1,3,6,9,10,11}",1-2-3-3-1-1-1,"4,4,5,3,3,2",3,true,true,false,satellite,satellite_D5,D5,Venus,5,d5_satellite,,,,Preserved A0–D6 network state
3877,Ionian ♯3♯45♯6,7-10,7-10 orientation A,chiral,b101001001111,b111100100101,"{0,2,5,8,9,10,11}",2-3-3-1-1-1-1,"4,4,5,3,3,2",3,true,true,false,satellite,satellite_D5,D5,Sun,0,d5_satellite,,,,Preserved A0–D6 network state
637,Debussy's Heptatonic,7-10,7-10 orientation B,chiral,b101111100100,b001001111101,"{0,2,3,4,5,6,9}",2-1-1-1-1-3-3,"4,4,5,3,3,2",3,true,true,false,satellite,satellite_D5,D5,Jupiter,4,d5_satellite,,,,Preserved A0–D6 network state
1001,Lydian ♯2♯3♭67,7-10,7-10 orientation B,chiral,b100101111100,b001111101001,"{0,3,5,6,7,8,9}",3-2-1-1-1-1-3,"4,4,5,3,3,2",3,true,true,false,satellite,satellite_D5,D5,Mars,2,d5_satellite,,,,Preserved A0–D6 network state
1183,Infra-Alt 5♭7,7-10,7-10 orientation B,chiral,b111110010010,b010010011111,"{0,1,2,3,4,7,10}",1-1-1-1-3-3-2,"4,4,5,3,3,2",3,true,true,false,satellite,satellite_D5,D5,Saturn,6,d5_satellite,,,,Preserved A0–D6 network state
2639,Alt ♮6734,7-10,7-10 orientation B,chiral,b111100100101,b101001001111,"{0,1,2,3,6,9,11}",1-1-1-3-3-2-1,"4,4,5,3,3,2",3,true,true,false,satellite,satellite_D5,D5,Moon,1,d5_satellite,,,,Preserved A0–D6 network state
3367,Neapolitan Major 3♯5♯6,7-10,7-10 orientation B,chiral,b111001001011,b110100100111,"{0,1,2,5,8,10,11}",1-1-3-3-2-1-1,"4,4,5,3,3,2",3,true,true,false,satellite,satellite_D5,D5,Mercury,3,d5_satellite,,,,Preserved A0–D6 network state
3731,Aeryrian,7-10,7-10 orientation B,chiral,b110010010111,b111010010011,"{0,1,4,7,9,10,11}",1-3-3-2-1-1-1,"4,4,5,3,3,2",3,true,true,false,satellite,satellite_D5,D5,Venus,5,d5_satellite,,,,Preserved A0–D6 network state
3913,Bonian,7-10,7-10 orientation B,chiral,b100100101111,b111101001001,"{0,3,6,8,9,10,11}",3-3-2-1-1-1-1,"4,4,5,3,3,2",3,true,true,false,satellite,satellite_D5,D5,Sun,0,d5_satellite,,,,Preserved A0–D6 network state
379,Kaikian Mode II,7-11,7-11 orientation A,chiral,b110111101000,b000101111011,"{0,1,3,4,5,6,8}",1-2-1-1-1-2-4,"4,4,4,4,4,1",4,true,true,false,satellite,satellite_D3,D3,Jupiter,4,d3_satellite,,,,Preserved A0–D6 network state
1583,Alt ♮6♭♭3♭4♭5,7-11,7-11 orientation A,chiral,b111101000110,b011000101111,"{0,1,2,3,5,9,10}",1-1-1-2-4-1-2,"4,4,4,4,4,1",4,true,true,false,satellite,satellite_D3,D3,Moon,1,d3_satellite,,,,Preserved A0–D6 network state
1969,Dominant +♯3𝄪2♭4,7-11,7-11 orientation A,chiral,b100011011110,b011110110001,"{0,4,5,7,8,9,10}",4-1-2-1-1-1-2,"4,4,4,4,4,1",4,true,true,false,satellite,satellite_D3,D3,Mars,2,d3_satellite,,,,Preserved A0–D6 network state
2237,Alt ♮27♭♭56,7-11,7-11 orientation A,chiral,b101111010001,b100010111101,"{0,2,3,4,5,7,11}",2-1-1-1-2-4-1,"4,4,4,4,4,1",4,true,true,false,satellite,satellite_D3,D3,Saturn,6,d3_satellite,,,,Preserved A0–D6 network state
2839,Kaikian Mode V,7-11,7-11 orientation A,chiral,b111010001101,b101100010111,"{0,1,2,4,8,9,11}",1-1-2-4-1-2-1,"4,4,4,4,4,1",4,true,true,false,satellite,satellite_D3,D3,Mercury,3,d3_satellite,,,,Preserved A0–D6 network state
3467,Phrygian +𝄪4,7-11,7-11 orientation A,chiral,b110100011011,b110110001011,"{0,1,3,7,8,10,11}",1-2-4-1-2-1-1,"4,4,4,4,4,1",4,true,true,false,satellite,satellite_D3,D3,Venus,5,d3_satellite,,,,Preserved A0–D6 network state
3781,Kaikian Mode VII,7-11,7-11 orientation A,chiral,b101000110111,b111011000101,"{0,2,6,7,9,10,11}",2-4-1-2-1-1-1,"4,4,4,4,4,1",4,true,true,false,satellite,satellite_D3,D3,Sun,0,d3_satellite,,,,Preserved A0–D6 network state
445,Alt ♮2♭♭5♭6♭♭♭7,7-11,7-11 orientation B,chiral,b101111011000,b000110111101,"{0,2,3,4,5,7,8}",2-1-1-1-2-1-4,"4,4,4,4,4,1",4,true,true,false,satellite,satellite_D3,D3,Jupiter,4,d3_satellite,,,,Preserved A0–D6 network state
1135,Eurean Mode III,7-11,7-11 orientation B,chiral,b111101100010,b010001101111,"{0,1,2,3,5,6,10}",1-1-1-2-1-4-2,"4,4,4,4,4,1",4,true,true,false,satellite,satellite_D3,D3,Saturn,6,d3_satellite,,,,Preserved A0–D6 network state
1955,Dominant +♭2♯3𝄪4,7-11,7-11 orientation B,chiral,b110001011110,b011110100011,"{0,1,5,7,8,9,10}",1-4-2-1-1-1-2,"4,4,4,4,4,1",4,true,true,false,satellite,satellite_D3,D3,Sun,0,d3_satellite,,,,Preserved A0–D6 network state
2615,Alt ♮67♭♭35,7-11,7-11 orientation B,chiral,b111011000101,b101000110111,"{0,1,2,4,5,9,11}",1-1-2-1-4-2-1,"4,4,4,4,4,1",4,true,true,false,satellite,satellite_D3,D3,Moon,1,d3_satellite,,,,Preserved A0–D6 network state
3025,Ionian +𝄪234,7-11,7-11 orientation B,chiral,b100010111101,b101111010001,"{0,4,6,7,8,9,11}",4-2-1-1-1-2-1,"4,4,4,4,4,1",4,true,true,false,satellite,satellite_D3,D3,Mars,2,d3_satellite,,,,Preserved A0–D6 network state
3355,Phrygian +♭4,7-11,7-11 orientation B,chiral,b110110001011,b110100011011,"{0,1,3,4,8,10,11}",1-2-1-4-2-1-1,"4,4,4,4,4,1",4,true,true,false,satellite,satellite_D3,D3,Mercury,3,d3_satellite,,,,Preserved A0–D6 network state
3725,Eurean Mode VI,7-11,7-11 orientation B,chiral,b101100010111,b111010001101,"{0,2,3,7,9,10,11}",2-1-4-2-1-1-1,"4,4,4,4,4,1",4,true,true,false,satellite,satellite_D3,D3,Venus,5,d3_satellite,,,,Preserved A0–D6 network state
671,Infra-Alt 5,7-Z12,7-Z12 single orientation,achiral,b111110010100,b001010011111,"{0,1,2,3,4,7,9}",1-1-1-1-3-2-3,"4,4,4,3,4,2",3,true,true,false,anchor,anchor_D5,D5,Saturn,6,d5_anchor,,,7-Z36,Preserved A0–D6 network state
997,Tanarupi IV,7-Z12,7-Z12 single orientation,achiral,b101001111100,b001111100101,"{0,2,5,6,7,8,9}",2-3-1-1-1-1-3,"4,4,4,3,4,2",3,true,true,false,anchor,anchor_D5,D5,Mars,2,d5_anchor,,,7-Z36,Preserved A0–D6 network state
1273,Tanarupi V,7-Z12,7-Z12 single orientation,achiral,b100111110010,b010011111001,"{0,3,4,5,6,7,10}",3-1-1-1-1-3-2,"4,4,4,3,4,2",3,true,true,false,anchor,anchor_D5,D5,Jupiter,4,d5_anchor,,,7-Z36,Preserved A0–D6 network state
2383,Alt ♮734,7-Z12,7-Z12 single orientation,achiral,b111100101001,b100101001111,"{0,1,2,3,6,8,11}",1-1-1-3-2-3-1,"4,4,4,3,4,2",3,true,true,false,anchor,anchor_D5,D5,Moon,1,d5_anchor,,,7-Z36,Preserved A0–D6 network state
3239,Rāga Tanukirti,7-Z12,7-Z12 single orientation,achiral,b111001010011,b110010100111,"{0,1,2,5,7,10,11}",1-1-3-2-3-1-1,"4,4,4,3,4,2",3,true,true,false,anchor,anchor_D5,D5,Mercury,3,d5_anchor,,,7-Z36,Preserved A0–D6 network state
3667,Lydian ♭25♯6,7-Z12,7-Z12 single orientation,achiral,b110010100111,b111001010011,"{0,1,4,6,9,10,11}",1-3-2-3-1-1-1,"4,4,4,3,4,2",3,true,true,false,anchor,anchor_D5,D5,Venus,5,d5_anchor,,,7-Z36,Preserved A0–D6 network state
3881,Tanarupi III,7-Z12,7-Z12 single orientation,achiral,b100101001111,b111100101001,"{0,3,5,8,9,10,11}",3-2-3-1-1-1-1,"4,4,4,3,4,2",3,true,true,false,anchor,anchor_D5,D5,Sun,0,d5_anchor,,,7-Z36,Preserved A0–D6 network state
375,Scale 375,7-13,7-13 orientation A,chiral,b111011101000,b000101110111,"{0,1,2,4,5,6,8}",1-1-2-1-1-2-4,"4,4,3,5,3,2",4,true,true,false,satellite,satellite_D4,D4,Venus,5,d4_satellite,,,,Preserved A0–D6 network state
1815,Scale 1815,7-13,7-13 orientation A,chiral,b111010001110,b011100010111,"{0,1,2,4,8,9,10}",1-1-2-4-1-1-2,"4,4,3,5,3,2",4,true,true,false,satellite,satellite_D4,D4,Jupiter,4,d4_satellite,,,,Preserved A0–D6 network state
1905,Lydian 7+♯3𝄪2,7-13,7-13 orientation A,chiral,b100011101110,b011101110001,"{0,4,5,6,8,9,10}",4-1-1-2-1-1-2,"4,4,3,5,3,2",4,true,true,false,satellite,satellite_D4,D4,Mercury,3,d4_satellite,,,,Preserved A0–D6 network state
2235,Exotic Minor,7-13,7-13 orientation A,chiral,b110111010001,b100010111011,"{0,1,3,4,5,7,11}",1-2-1-1-2-4-1,"4,4,3,5,3,2",4,true,true,false,satellite,satellite_D4,D4,Sun,0,d4_satellite,,,,Preserved A0–D6 network state
2955,Neapolitan Maj 𝄪4♯5,7-13,7-13 orientation A,chiral,b110100011101,b101110001011,"{0,1,3,7,8,9,11}",1-2-4-1-1-2-1,"4,4,3,5,3,2",4,true,true,false,satellite,satellite_D4,D4,Saturn,6,d4_satellite,,,,Preserved A0–D6 network state
3165,Scale 3165,7-13,7-13 orientation A,chiral,b101110100011,b110001011101,"{0,2,3,4,6,10,11}",2-1-1-2-4-1-1,"4,4,3,5,3,2",4,true,true,false,satellite,satellite_D4,D4,Mars,2,d4_satellite,,,,Preserved A0–D6 network state
3525,Scale 3525,7-13,7-13 orientation A,chiral,b101000111011,b110111000101,"{0,2,6,7,8,10,11}",2-4-1-1-2-1-1,"4,4,3,5,3,2",4,true,true,false,satellite,satellite_D4,D4,Moon,1,d4_satellite,,,,Preserved A0–D6 network state
477,Alt ♮2𝄫6♭𝄫7,7-13,7-13 orientation B,chiral,b101110111000,b000111011101,"{0,2,3,4,6,7,8}",2-1-1-2-1-1-4,"4,4,3,5,3,2",4,true,true,false,satellite,satellite_D4,D4,Mercury,3,d4_satellite,,,,Preserved A0–D6 network state
1143,Scale 1143,7-13,7-13 orientation B,chiral,b111011100010,b010001110111,"{0,1,2,4,5,6,10}",1-1-2-1-1-4-2,"4,4,3,5,3,2",4,true,true,false,satellite,satellite_D4,D4,Venus,5,d4_satellite,,,,Preserved A0–D6 network state
1863,Scale 1863,7-13,7-13 orientation B,chiral,b111000101110,b011101000111,"{0,1,2,6,8,9,10}",1-1-4-2-1-1-2,"4,4,3,5,3,2",4,true,true,false,satellite,satellite_D4,D4,Jupiter,4,d4_satellite,,,,Preserved A0–D6 network state
2619,Alt ♮675,7-13,7-13 orientation B,chiral,b110111000101,b101000111011,"{0,1,3,4,5,9,11}",1-2-1-1-4-2-1,"4,4,3,5,3,2",4,true,true,false,satellite,satellite_D4,D4,Sun,0,d4_satellite,,,,Preserved A0–D6 network state
2979,Ionian +♭2♯3𝄪4,7-13,7-13 orientation B,chiral,b110001011101,b101110100011,"{0,1,5,7,8,9,11}",1-4-2-1-1-2-1,"4,4,3,5,3,2",4,true,true,false,satellite,satellite_D4,D4,Saturn,6,d4_satellite,,,,Preserved A0–D6 network state
3357,Scale 3357,7-13,7-13 orientation B,chiral,b101110001011,b110100011101,"{0,2,3,4,8,10,11}",2-1-1-4-2-1-1,"4,4,3,5,3,2",4,true,true,false,satellite,satellite_D4,D4,Mars,2,d4_satellite,,,,Preserved A0–D6 network state
3537,Scale 3537,7-13,7-13 orientation B,chiral,b100010111011,b110111010001,"{0,4,6,7,8,10,11}",4-2-1-1-2-1-1,"4,4,3,5,3,2",4,true,true,false,satellite,satellite_D4,D4,Moon,1,d4_satellite,,,,Preserved A0–D6 network state
431,Infra-Alt 7,7-14,7-14 orientation A,chiral,b111101011000,b000110101111,"{0,1,2,3,5,7,8}",1-1-1-2-2-1-4,"4,4,3,3,5,2",4,true,true,false,boundary,office_junction,,,,office_junction,,Saturn,,Preserved A0–D6 network state
1507,Lydian ♭7♭2♭6♯3,7-14,7-14 orientation A,chiral,b110001111010,b010111100011,"{0,1,5,6,7,8,10}",1-4-1-1-1-2-2,"4,4,3,3,5,2",4,true,true,false,boundary,office_junction,,,,office_junction,,Mars,,Preserved A0–D6 network state
1933,Dorian +𝄪4,7-14,7-14 orientation A,chiral,b101100011110,b011110001101,"{0,2,3,7,8,9,10}",2-1-4-1-1-1-2,"4,4,3,3,5,2",4,true,true,false,boundary,office_junction,,,,office_junction,,Sun,,Preserved A0–D6 network state
2263,Phlegmatic Minor,7-14,7-14 orientation A,chiral,b111010110001,b100011010111,"{0,1,2,4,6,7,11}",1-1-2-2-1-4-1,"4,4,3,3,5,2",4,true,true,false,boundary,office_junction,,,,office_junction,,Moon,,Preserved A0–D6 network state
2801,Rāga Hindolita,7-14,7-14 orientation A,chiral,b100011110101,b101011110001,"{0,4,5,6,7,9,11}",4-1-1-1-2-2-1,"4,4,3,3,5,2",4,true,true,false,boundary,office_junction,,,,office_junction,,Jupiter,,Preserved A0–D6 network state
3179,Locrian ♮7♯6,7-14,7-14 orientation A,chiral,b110101100011,b110001101011,"{0,1,3,5,6,10,11}",1-2-2-1-4-1-1,"4,4,3,3,5,2",4,true,true,false,boundary,office_junction,,,,office_junction,,Mercury,,Preserved A0–D6 network state
3637,Rāga Rageshri,7-14,7-14 orientation A,chiral,b101011000111,b111000110101,"{0,2,4,5,9,10,11}",2-2-1-4-1-1-1,"4,4,3,3,5,2",4,true,true,false,boundary,office_junction,,,,office_junction,,Venus,,Preserved A0–D6 network state
491,Locrian ♭♭6♭♭♭7,7-14,7-14 orientation B,chiral,b110101111000,b000111101011,"{0,1,3,5,6,7,8}",1-2-2-1-1-1-4,"4,4,3,3,5,2",4,true,true,false,boundary,office_junction,,,,office_junction,,Mars,,Preserved A0–D6 network state
1423,Alt ♮5♭♭3♭4,7-14,7-14 orientation B,chiral,b111100011010,b010110001111,"{0,1,2,3,7,8,10}",1-1-1-4-1-2-2,"4,4,3,3,5,2",4,true,true,false,boundary,office_junction,,,,office_junction,,Moon,,Preserved A0–D6 network state
1597,Rāga Ravikosh,7-14,7-14 orientation B,chiral,b101111000110,b011000111101,"{0,2,3,4,5,9,10}",2-1-1-1-4-1-2,"4,4,3,3,5,2",4,true,true,false,boundary,office_junction,,,,office_junction,,Saturn,,Preserved A0–D6 network state
2293,Bucolic,7-14,7-14 orientation B,chiral,b101011110001,b100011110101,"{0,2,4,5,6,7,11}",2-2-1-1-1-4-1,"4,4,3,3,5,2",4,true,true,false,boundary,office_junction,,,,office_junction,,Jupiter,,Preserved A0–D6 network state
2759,Lydian ♭2♭♭3,7-14,7-14 orientation B,chiral,b111000110101,b101011000111,"{0,1,2,6,7,9,11}",1-1-4-1-2-2-1,"4,4,3,3,5,2",4,true,true,false,boundary,office_junction,,,,office_junction,,Mercury,,Preserved A0–D6 network state
3427,Phrygian +♯3,7-14,7-14 orientation B,chiral,b110001101011,b110101100011,"{0,1,5,6,8,10,11}",1-4-1-2-2-1-1,"4,4,3,3,5,2",4,true,true,false,boundary,office_junction,,,,office_junction,,Venus,,Preserved A0–D6 network state
3761,Rāga Madhuri,7-14,7-14 orientation B,chiral,b100011010111,b111010110001,"{0,4,5,7,9,10,11}",4-1-2-2-1-1-1,"4,4,3,3,5,2",4,true,true,false,boundary,office_junction,,,,office_junction,,Sun,,Preserved A0–D6 network state
471,Alt 3·6·♭7,7-15,7-15 single orientation,achiral,b111010111000,b000111010111,"{0,1,2,4,6,7,8}",1-1-2-2-1-1-4,"4,4,2,4,4,3",4,true,true,false,anchor,anchor_D2,D2,Jupiter,4,d2_anchor,,,,Preserved A0–D6 network state
1479,Mela Jalarnava,7-15,7-15 single orientation,achiral,b111000111010,b010111000111,"{0,1,2,6,7,8,10}",1-1-4-1-1-2-2,"4,4,2,4,4,3",4,true,true,false,anchor,anchor_D2,D2,Venus,5,d2_anchor,,,,Preserved A0–D6 network state
1821,Dorian +♭4,7-15,7-15 single orientation,achiral,b101110001110,b011100011101,"{0,2,3,4,8,9,10}",2-1-1-4-1-1-2,"4,4,2,4,4,3",4,true,true,false,anchor,anchor_D2,D2,Mercury,3,d2_anchor,,,,Preserved A0–D6 network state
2283,Pacific Minor,7-15,7-15 single orientation,achiral,b110101110001,b100011101011,"{0,1,3,5,6,7,11}",1-2-2-1-1-4-1,"4,4,2,4,4,3",4,true,true,false,anchor,anchor_D2,D2,Saturn,6,d2_anchor,,,,Preserved A0–D6 network state
2787,Lydian ♭2♯3,7-15,7-15 single orientation,achiral,b110001110101,b101011100011,"{0,1,5,6,7,9,11}",1-4-1-1-2-2-1,"4,4,2,4,4,3",4,true,true,false,anchor,anchor_D2,D2,Sun,0,d2_anchor,,,,Preserved A0–D6 network state
3189,Ionian ♭5♯6,7-15,7-15 single orientation,achiral,b101011100011,b110001110101,"{0,2,4,5,6,10,11}",2-2-1-1-4-1-1,"4,4,2,4,4,3",4,true,true,false,anchor,anchor_D2,D2,Moon,1,d2_anchor,,,,Preserved A0–D6 network state
3441,Superlydian Augmented ♯2,7-15,7-15 single orientation,achiral,b100011101011,b110101110001,"{0,4,5,6,8,10,11}",4-1-1-2-2-1-1,"4,4,2,4,4,3",4,true,true,false,anchor,anchor_D2,D2,Mars,2,d2_anchor,,,,Preserved A0–D6 network state
623,Infra-Alt 6,7-16,7-16 orientation A,chiral,b111101100100,b001001101111,"{0,1,2,3,5,6,9}",1-1-1-2-1-3-3,"4,3,5,4,3,2",3,true,true,false,satellite,satellite_D4,D4,Venus,5,d4_satellite,,,,Preserved A0–D6 network state
889,Scale 889,7-16,7-16 orientation A,chiral,b100111101100,b001101111001,"{0,3,4,5,6,8,9}",3-1-1-1-2-1-3,"4,3,5,4,3,2",3,true,true,false,satellite,satellite_D4,D4,Mercury,3,d4_satellite,,,,Preserved A0–D6 network state
1939,Dominant +♭2𝄪4,7-16,7-16 orientation A,chiral,b110010011110,b011110010011,"{0,1,4,7,8,9,10}",1-3-3-1-1-1-2,"4,3,5,4,3,2",3,true,true,false,satellite,satellite_D4,D4,Saturn,6,d4_satellite,,,,Preserved A0–D6 network state
2359,Unorthodox Minor,7-16,7-16 orientation A,chiral,b111011001001,b100100110111,"{0,1,2,4,5,8,11}",1-1-2-1-3-3-1,"4,3,5,4,3,2",3,true,true,false,satellite,satellite_D4,D4,Sun,0,d4_satellite,,,,Preserved A0–D6 network state
3017,Scale 3017,7-16,7-16 orientation A,chiral,b100100111101,b101111001001,"{0,3,6,7,8,9,11}",3-3-1-1-1-2-1,"4,3,5,4,3,2",3,true,true,false,satellite,satellite_D4,D4,Moon,1,d4_satellite,,,,Preserved A0–D6 network state
3227,Neapolitan Major ♭4♯6,7-16,7-16 orientation A,chiral,b110110010011,b110010011011,"{0,1,3,4,7,10,11}",1-2-1-3-3-1-1,"4,3,5,4,3,2",3,true,true,false,satellite,satellite_D4,D4,Mars,2,d4_satellite,,,,Preserved A0–D6 network state
3661,Melodic ♯4𝄪5♯6,7-16,7-16 orientation A,chiral,b101100100111,b111001001101,"{0,2,3,6,9,10,11}",2-1-3-3-1-1-1,"4,3,5,4,3,2",3,true,true,false,satellite,satellite_D4,D4,Jupiter,4,d4_satellite,,,,Preserved A0–D6 network state
635,Scale 635,7-16,7-16 orientation B,chiral,b110111100100,b001001111011,"{0,1,3,4,5,6,9}",1-2-1-1-1-3-3,"4,3,5,4,3,2",3,true,true,false,satellite,satellite_D4,D4,Venus,5,d4_satellite,,,,Preserved A0–D6 network state
985,Scale 985,7-16,7-16 orientation B,chiral,b100110111100,b001111011001,"{0,3,4,6,7,8,9}",3-1-2-1-1-1-3,"4,3,5,4,3,2",3,true,true,false,satellite,satellite_D4,D4,Mercury,3,d4_satellite,,,,Preserved A0–D6 network state
1615,Sydian (Alt ♮6𝄫34),7-16,7-16 orientation B,chiral,b111100100110,b011001001111,"{0,1,2,3,6,9,10}",1-1-1-3-3-1-2,"4,3,5,4,3,2",3,true,true,false,satellite,satellite_D4,D4,Mars,2,d4_satellite,,,,Preserved A0–D6 network state
2365,Alt ♮27𝄫5,7-16,7-16 orientation B,chiral,b101111001001,b100100111101,"{0,2,3,4,5,8,11}",2-1-1-1-3-3-1,"4,3,5,4,3,2",3,true,true,false,satellite,satellite_D4,D4,Sun,0,d4_satellite,,,,Preserved A0–D6 network state
2855,Ionian +♭2𝄫3,7-16,7-16 orientation B,chiral,b111001001101,b101100100111,"{0,1,2,5,8,9,11}",1-1-3-3-1-2-1,"4,3,5,4,3,2",3,true,true,false,satellite,satellite_D4,D4,Jupiter,4,d4_satellite,,,,Preserved A0–D6 network state
3475,Enigmatic 𝄪4,7-16,7-16 orientation B,chiral,b110010011011,b110110010011,"{0,1,4,7,8,10,11}",1-3-3-1-2-1-1,"4,3,5,4,3,2",3,true,true,false,satellite,satellite_D4,D4,Saturn,6,d4_satellite,,,,Preserved A0–D6 network state
3785,Scale 3785,7-16,7-16 orientation B,chiral,b100100110111,b111011001001,"{0,3,6,7,9,10,11}",3-3-1-2-1-1-1,"4,3,5,4,3,2",3,true,true,false,satellite,satellite_D4,D4,Moon,1,d4_satellite,,,,Preserved A0–D6 network state
