assertion_id,profile_id:START_ID(CanonicalFeatureProfile),feature_id:END_ID(FeatureDefinition),value_json,provenance_json,:TYPE
assertion:2f29f9af9a0afc4d5ae5,profile:jupiter:v0.1.1,semantic.optical_function,scattering,"{""artifact"":""source/governors.yaml"",""pointer"":""governors.jupiter"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:7b84d0c4f36db794ddd0,profile:jupiter:v0.1.1,semantic.directionality,outward_projective,"{""artifact"":""source/governors.yaml"",""pointer"":""governors.jupiter"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:51a404cacfa0cc714d7d,profile:jupiter:v0.1.1,semantic.archetypal_role,direction; where the flow is going,"{""artifact"":""source/governors.yaml"",""pointer"":""governors.jupiter"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:404af13203fc66c84f08,profile:jupiter:v0.1.1,semantic.element,Air,"{""artifact"":""source/governors.yaml"",""pointer"":""governors.jupiter"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:23fb538e390a96807d02,profile:jupiter:v0.1.1,semantic.zodiacal_systems,"{""sagittarius"":{""directionality"":""external"",""derives_from"":""canonical_expression.binary_12bit"",""system_name"":""Route, Mobility, and Expansion Systems"",""domain"":[""route"",""movement"",""travel"",""rail"",""roads"",""logistics"",""entropy-like path-space""],""core_question"":""What pathways allow movement, expansion, and horizon?"",""canonical_phrase"":""Sagittarius / Jupiter External = the horizon system.""},""pisces"":{""directionality"":""inward"",""derives_from"":""canonical_expression.binary_12bit_lsb"",""system_name"":""Potential Stewardship System"",""domain"":[""stored potential"",""living potential"",""money"",""relationships"",""future options"",""recovery"",""possibility""],""core_question"":""What possibilities can be preserved, created, or lost?"",""canonical_phrase"":""Pisces / Jupiter Internal = the reservoir of possibility."",""stable_rules"":{""money"":""stored potential"",""relationships"":""living potential"",""stewardship"":""managing both toward survivable futures""}}}","{""artifact"":""source/governors.yaml"",""pointer"":""governors.jupiter"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:18e105f2aeafc24b479e,profile:jupiter:v0.1.1,semantic.C_S,"{""orderedPosition"":5,""orderedProcess"":""distribution"",""normalizedOrdinal"":0.6666666666666666,""metric"":false,""status"":""framework_order_plus_registry_coordinate_convention""}","{""authority"":""framework_order_plus_registry_coordinate_convention"",""sources"":[{""artifact"":""source/governors.yaml"",""pointer"":""governors.jupiter.canonical_expression.thermodynamic_function"",""authority"":""framework_declared""},{""artifact"":""scripts/build-registry.mjs"",""authority"":""registry_coordinate_convention"",""description"":""The ordered position is exposed as a non-metric normalized ordinal.""}]}",HAS_FEATURE
assertion:5aaae20f81d62cac98a7,profile:jupiter:v0.1.1,domain.landforms,"[""plains"",""steppes"",""open skies"",""high plateaus"",""archipelagos"",""trade winds""]","{""artifact"":""source/governors.yaml"",""pointer"":""governors.jupiter"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:3730762d0b9224737dbd,profile:jupiter:v0.1.1,domain.architecture,"[""temples on high places"",""palaces"",""courtrooms"",""columns"",""amphitheaters"",""ships""]","{""artifact"":""source/governors.yaml"",""pointer"":""governors.jupiter"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:da46a0dff1fbdb9df056,profile:jupiter:v0.1.1,domain.botany,"[""oak trees"",""fig trees"",""dandelions"",""clover"",""sage"",""anise"",""fennel"",""thyme""]","{""artifact"":""source/governors.yaml"",""pointer"":""governors.jupiter"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:4cbf2536b5c294c83fe3,profile:jupiter:v0.1.1,domain.material,"[""tin"",""amethyst"",""sapphire"",""turquoise"",""lapis lazuli"",""topaz""]","{""artifact"":""source/governors.yaml"",""pointer"":""governors.jupiter"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:65e0d502e3cf5d0a62e6,profile:jupiter:v0.1.1,domain.color_associations,"[""blue"",""royal blue"",""azure"",""deep violet-blue""]","{""artifact"":""source/governors.yaml"",""pointer"":""governors.jupiter"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:5396c592f96e3f8344be,profile:jupiter:v0.1.1,domain.symbolic_references,"[""thunderbolt"",""scepter"",""eagle"",""the number 6"",""hexagram"",""wheel"",""crown""]","{""artifact"":""source/governors.yaml"",""pointer"":""governors.jupiter"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:a505804129f63809da49,profile:venus:v0.1.1,physical.wavelength_nm,430,"{""artifact"":""source/governors.yaml"",""pointer"":""governors.venus"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:0989739586930c4ea95f,profile:venus:v0.1.1,physical.frequency_hz,697191762790697.6,"{""artifact"":""scripts/build-registry.mjs"",""authority"":""physically_derived_from_framework_anchor"",""formula"":""Derived from declared wavelength.""}",HAS_FEATURE
assertion:f52277cbf6764b272993,profile:venus:v0.1.1,physical.photon_energy_j,4.619641528253322e-19,"{""artifact"":""scripts/build-registry.mjs"",""authority"":""physically_derived_from_framework_anchor"",""formula"":""Derived from declared wavelength.""}",HAS_FEATURE
assertion:add63ffb2452b94b1583,profile:venus:v0.1.1,physical.photon_energy_ev,2.8833534519348896,"{""artifact"":""scripts/build-registry.mjs"",""authority"":""physically_derived_from_framework_anchor"",""formula"":""Derived from declared wavelength.""}",HAS_FEATURE
assertion:e0e2dff525a1a4d6d0c6,profile:venus:v0.1.1,physical.C_P,0.8372093023255813,"{""artifact"":""scripts/build-registry.mjs"",""authority"":""physically_derived_from_framework_anchor"",""formula"":""Derived from declared wavelength.""}",HAS_FEATURE
assertion:05b232f3ba52f1e0ce4f,profile:venus:v0.1.1,harmonic.canonical_scale_state,1451,"{""artifact"":""source/governors.yaml"",""pointer"":""governors.venus"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:6f79aae58d627df77109,profile:venus:v0.1.1,harmonic.pitch_mask,b110101011010,"{""artifact"":""source/governors.yaml"",""pointer"":""governors.venus"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:086d333ea1d5130698e2,profile:venus:v0.1.1,harmonic.forte_family,7-35,"{""artifact"":""source/governors.yaml"",""pointer"":""governors.venus"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:300a6800c5ea6c77e64c,profile:venus:v0.1.1,harmonic.anchor_tier,A0,"{""artifact"":""source/governors.yaml"",""pointer"":""governors.venus"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:b06a63e66494ad8f241e,profile:venus:v0.1.1,harmonic.C_H,,"{""artifact"":""source/governors.yaml"",""pointer"":""governors.venus"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:5dd181e89ea7b0156824,profile:venus:v0.1.1,semantic.thermodynamic_function,coupling,"{""artifact"":""source/governors.yaml"",""pointer"":""governors.venus"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:23737003e8691181ca3f,profile:venus:v0.1.1,semantic.optical_function,selective_absorption,"{""artifact"":""source/governors.yaml"",""pointer"":""governors.venus"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:e3bb9bf28dad10fb9b26,profile:venus:v0.1.1,semantic.directionality,inward_centripetal,"{""artifact"":""source/governors.yaml"",""pointer"":""governors.venus"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:7c6a8df2bd4cf218441f,profile:venus:v0.1.1,semantic.archetypal_role,"taste, cohesion, aesthetic sensitivity; what feels fitting","{""artifact"":""source/governors.yaml"",""pointer"":""governors.venus"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:b3ba43782ec8811dd37c,profile:venus:v0.1.1,semantic.element,Water,"{""artifact"":""source/governors.yaml"",""pointer"":""governors.venus"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:4ddc56af0524fae21ef2,profile:venus:v0.1.1,semantic.zodiacal_systems,"{""libra"":{""sex"":""male"",""directionality"":""external_exchange"",""derives_from"":""canonical_expression.binary_12bit"",""system_name"":""Reciprocal Coupling and Relational Exchange System"",""aliases"":[""Social Exchange System""],""boundary_relation"":""coupling_across_the_boundary"",""dominant_function"":""Establish a viable relational interface between distinct beings or systems and govern the terms under which value passes."",""domain"":[""compatibility"",""consent"",""reciprocity"",""negotiation"",""relational interfaces"",""diplomacy"",""cooperation"",""reputation"",""social signaling"",""alliance formation"",""mutual recognition"",""exchange-value"",""proportion"",""fairness"",""partnership terms"",""conflict repair"",""role compatibility"",""relational boundaries"",""aesthetic coordination"",""trust calibration""],""core_question"":""How can separate beings or systems enter a mutually fitting relation, and under what terms can value pass between them?"",""canonical_phrases"":[""Libra / Venus External = coupling across the boundary."",""Libra governs the interface through which value becomes relational."",""Libra forms the bond across the boundary.""]},""taurus"":{""sex"":""female"",""directionality"":""internal_cohesion"",""derives_from"":""canonical_expression.binary_12bit_lsb"",""system_name"":""Embodied Cohesion and Value Incorporation System"",""aliases"":[""Embodied Value System""],""boundary_relation"":""cohesion_within_the_boundary"",""dominant_function"":""Receive, incorporate, nourish, retain, and maintain value as part of embodied life."",""domain"":[""embodied worth"",""nourishment"",""appetite"",""sensory discernment"",""rest"",""recovery"",""touch"",""comfort"",""body care"",""home atmosphere"",""material stewardship"",""possessions"",""resource retention"",""maintenance"",""stable pleasure"",""environmental coherence"",""what is worth keeping"",""bodily tolerance"",""durable well-being""],""core_question"":""What can be received, incorporated, nourished, and retained so that the embodied system remains valuable, coherent, and alive?"",""canonical_phrases"":[""Taurus / Venus Internal = cohesion within the boundary."",""Taurus governs the incorporation of value into embodied life."",""Taurus sustains the bond within the boundary.""]}}","{""artifact"":""source/governors.yaml"",""pointer"":""governors.venus"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:9f901606bec4c989885d,profile:venus:v0.1.1,semantic.C_S,"{""orderedPosition"":6,""orderedProcess"":""coupling"",""normalizedOrdinal"":0.8333333333333334,""metric"":false,""status"":""framework_order_plus_registry_coordinate_convention""}","{""authority"":""framework_order_plus_registry_coordinate_convention"",""sources"":[{""artifact"":""source/governors.yaml"",""pointer"":""governors.venus.canonical_expression.thermodynamic_function"",""authority"":""framework_declared""},{""artifact"":""scripts/build-registry.mjs"",""authority"":""registry_coordinate_convention"",""description"":""The ordered position is exposed as a non-metric normalized ordinal.""}]}",HAS_FEATURE
assertion:beb3b794ce4ec2c2503d,profile:venus:v0.1.1,domain.landforms,"[""valleys"",""gardens"",""groves"",""meadows"",""gentle hills"",""riverbanks""]","{""artifact"":""source/governors.yaml"",""pointer"":""governors.venus"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:6a17c322e81c22d40858,profile:venus:v0.1.1,domain.architecture,"[""rose gardens"",""bowers"",""temples of love"",""theaters"",""concert halls"",""bathhouses""]","{""artifact"":""source/governors.yaml"",""pointer"":""governors.venus"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:71abb3c04105e89b427d,profile:venus:v0.1.1,domain.botany,"[""roses"",""myrtle"",""violets"",""apple blossoms"",""cherry blossoms"",""lavender"",""jasmine"",""lilac""]","{""artifact"":""source/governors.yaml"",""pointer"":""governors.venus"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:cff9de929399ab9a9985,profile:venus:v0.1.1,domain.material,"[""copper"",""rose quartz"",""coral"",""lapis lazuli"",""turquoise"",""emerald""]","{""artifact"":""source/governors.yaml"",""pointer"":""governors.venus"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:b9897480e5ff82a6a2c6,profile:venus:v0.1.1,domain.color_associations,"[""indigo"",""rose pink"",""soft green"",""turquoise"",""deep blue""]","{""artifact"":""source/governors.yaml"",""pointer"":""governors.venus"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:c8f27017555262e66194,profile:venus:v0.1.1,domain.symbolic_references,"[""ankh"",""knot"",""infinity symbol"",""rose"",""dove"",""seashell"",""mirror"",""necklace""]","{""artifact"":""source/governors.yaml"",""pointer"":""governors.venus"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:6948bad2e9eb6955bb44,profile:saturn:v0.1.1,physical.wavelength_nm,400,"{""artifact"":""source/governors.yaml"",""pointer"":""governors.saturn"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:81ff33a6c514a2187fdd,profile:saturn:v0.1.1,physical.frequency_hz,749481144999999.9,"{""artifact"":""scripts/build-registry.mjs"",""authority"":""physically_derived_from_framework_anchor"",""formula"":""Derived from declared wavelength.""}",HAS_FEATURE
assertion:bae333b1c86adaf7ac10,profile:saturn:v0.1.1,physical.photon_energy_j,4.966114642872321e-19,"{""artifact"":""scripts/build-registry.mjs"",""authority"":""physically_derived_from_framework_anchor"",""formula"":""Derived from declared wavelength.""}",HAS_FEATURE
assertion:2ed763510d44b85e8fcc,profile:saturn:v0.1.1,physical.photon_energy_ev,3.0996049608300065,"{""artifact"":""scripts/build-registry.mjs"",""authority"":""physically_derived_from_framework_anchor"",""formula"":""Derived from declared wavelength.""}",HAS_FEATURE
assertion:fc6b1d6dd567d747bc67,profile:saturn:v0.1.1,physical.C_P,1,"{""artifact"":""scripts/build-registry.mjs"",""authority"":""physically_derived_from_framework_anchor"",""formula"":""Derived from declared wavelength.""}",HAS_FEATURE
assertion:b30e23305756b5d8efa9,profile:saturn:v0.1.1,harmonic.canonical_scale_state,1387,"{""artifact"":""source/governors.yaml"",""pointer"":""governors.saturn"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:4c7ad24b430aa5156203,profile:saturn:v0.1.1,harmonic.pitch_mask,b110101101010,"{""artifact"":""source/governors.yaml"",""pointer"":""governors.saturn"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:058746256bac731254be,profile:saturn:v0.1.1,harmonic.forte_family,7-35,"{""artifact"":""source/governors.yaml"",""pointer"":""governors.saturn"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:b4419a34f6be34fbff8f,profile:saturn:v0.1.1,harmonic.anchor_tier,A0,"{""artifact"":""source/governors.yaml"",""pointer"":""governors.saturn"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:07c0d7b3eb6b26e93e97,profile:saturn:v0.1.1,harmonic.C_H,,"{""artifact"":""source/governors.yaml"",""pointer"":""governors.saturn"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:d7cacf11ad7c87686142,profile:saturn:v0.1.1,semantic.thermodynamic_function,fixation,"{""artifact"":""source/governors.yaml"",""pointer"":""governors.saturn"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:46aa0c978e51a29f51a3,profile:saturn:v0.1.1,semantic.optical_function,cutoff_crystallization,"{""artifact"":""source/governors.yaml"",""pointer"":""governors.saturn"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:c1aa3c9deac70258cd08,profile:saturn:v0.1.1,semantic.directionality,inward_centripetal,"{""artifact"":""source/governors.yaml"",""pointer"":""governors.saturn"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:a3388b03c7ceeb9d1806,profile:saturn:v0.1.1,semantic.archetypal_role,constraint and form; what the flow cannot do,"{""artifact"":""source/governors.yaml"",""pointer"":""governors.saturn"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:ee2125342c3849ebdcd2,profile:saturn:v0.1.1,semantic.element,Earth,"{""artifact"":""source/governors.yaml"",""pointer"":""governors.saturn"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:cf22d343b35bfabeaec3,profile:saturn:v0.1.1,semantic.zodiacal_systems,"{""aquarius"":{""directionality"":""external"",""derives_from"":""canonical_expression.binary_12bit"",""system_name"":""Civil Law System"",""domain"":[""civil law"",""institutions"",""public order"",""social rules"",""collective infrastructure"",""rights and obligations"",""public structure""],""core_question"":""What rules govern collective life?"",""canonical_phrase"":""Aquarius / Saturn External = the law of society.""},""capricorn"":{""directionality"":""inward"",""derives_from"":""canonical_expression.binary_12bit_lsb"",""system_name"":""Body, Environment, and Planetary Constraint System"",""domain"":[""laws of the body"",""immediate environment"",""planet"",""material constraint"",""hard reality"",""health"",""land and shelter""],""core_question"":""What hard realities define survival here?"",""canonical_phrase"":""Capricorn / Saturn Internal = the law of embodiment.""}}","{""artifact"":""source/governors.yaml"",""pointer"":""governors.saturn"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:b198d58e7607fa4fdff0,profile:saturn:v0.1.1,semantic.C_S,"{""orderedPosition"":7,""orderedProcess"":""fixation"",""normalizedOrdinal"":1,""metric"":false,""status"":""framework_order_plus_registry_coordinate_convention""}","{""authority"":""framework_order_plus_registry_coordinate_convention"",""sources"":[{""artifact"":""source/governors.yaml"",""pointer"":""governors.saturn.canonical_expression.thermodynamic_function"",""authority"":""framework_declared""},{""artifact"":""scripts/build-registry.mjs"",""authority"":""registry_coordinate_convention"",""description"":""The ordered position is exposed as a non-metric normalized ordinal.""}]}",HAS_FEATURE
assertion:8ef33e560faad6dd42ca,profile:saturn:v0.1.1,domain.landforms,"[""mountains"",""cliffs"",""stone walls"",""caves"",""underground rivers"",""deserts of salt""]","{""artifact"":""source/governors.yaml"",""pointer"":""governors.saturn"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:c95f5b83f8be28c3eb26,profile:saturn:v0.1.1,domain.architecture,"[""walls"",""gates"",""towers"",""citadels"",""pyramids"",""mausoleums"",""stone circles"",""labyrinths""]","{""artifact"":""source/governors.yaml"",""pointer"":""governors.saturn"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:20b8a1ab5c85b8c78e7d,profile:saturn:v0.1.1,domain.botany,"[""cypress"",""yew"",""pine"",""holly"",""ivy"",""bindweed"",""nightshade"",""mushrooms""]","{""artifact"":""source/governors.yaml"",""pointer"":""governors.saturn"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:ee9e153e8aae4bfc9336,profile:saturn:v0.1.1,domain.material,"[""lead"",""obsidian"",""onyx"",""jet"",""hematite"",""basalt"",""diamond""]","{""artifact"":""source/governors.yaml"",""pointer"":""governors.saturn"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:74dc0acf8e4b7b4462f6,profile:saturn:v0.1.1,domain.color_associations,"[""violet"",""purple"",""black"",""deep indigo"",""charcoal""]","{""artifact"":""source/governors.yaml"",""pointer"":""governors.saturn"",""authority"":""framework_declared""}",HAS_FEATURE
assertion:dc0e56f52c55bd268ba2,profile:saturn:v0.1.1,domain.symbolic_references,"[""scythe"",""hourglass"",""wall"",""chain"",""the number 8"",""cube"",""star tetrahedron""]","{""artifact"":""source/governors.yaml"",""pointer"":""governors.saturn"",""authority"":""framework_declared""}",HAS_FEATURE
