application_id,source_id,source_name,source_role,source_tier,source_office,target_id,target_name,target_role,target_tier,target_office,canonical_modal_successor_projected,structural_edge_ids,projection_status
M:1835:2965,1835,Dorian +♭2,satellite,A1,Jupiter,2965,Ionian +𝄪4,satellite,A1,Saturn,false,,unprojected_formal_modal_application
M:1837:1483,1837,Dorian Augmented,satellite,A0,Mercury,1483,Mela Bhavapriya,satellite,A0,Venus,false,,unprojected_formal_modal_application
M:1843:2969,1843,7-21 rooted state 1843,boundary,,,2969,Scale 2969,boundary,,,false,,unprojected_formal_modal_application
M:1845:1485,1845,Mixolydian Augmented,satellite,A0,Mars,1485,Mela Sanmukhapriya,satellite,A0,Jupiter,false,,unprojected_formal_modal_application
M:1849:743,1849,Rāga Dvigandharabushini,satellite,D1,Saturn,743,Phrygian Hungarian Minor,satellite,D1,Moon,false,,unprojected_formal_modal_application
M:1863:2979,1863,Scale 1863,satellite,D4,Jupiter,2979,Ionian +♭2♯3𝄪4,satellite,D4,Saturn,true,modal:D4-satellite:7-13:2:1863:2979,canonical_modal_edge_projected
M:1867:2981,1867,Lydian 7+♭23,boundary,,,2981,Noh,boundary,,,false,,unprojected_formal_modal_application
M:1869:1491,1869,Lydian 7+♭3,satellite,A2,Sun,1491,Namanarayani,satellite,A2,Mars,false,,unprojected_formal_modal_application
M:1875:2985,1875,Persichetti,satellite,A2,Sun,2985,Ionian +♯23𝄪4,satellite,A2,Mars,false,,unprojected_formal_modal_application
M:1877:1493,1877,Aeroptian,anchor,A2,Sun,1493,Lydian Minor,anchor,A2,Mars,true,modal:A2:1877:1493,canonical_modal_edge_projected
M:1881:747,1881,Lydian 7+♯2,satellite,A2,Sun,747,1sus4 & ♭3∅7,satellite,A2,Mars,false,,unprojected_formal_modal_application
M:1891:2993,1891,Hijaz Major,anchor,D3,Sun,2993,Ionian +♯324,anchor,D3,Mars,true,modal:D3:1891:2993,canonical_modal_edge_projected
M:1893:1497,1893,Lydian 7+♯3,satellite,A2,Sun,1497,Jyoti Swarupini,satellite,A2,Mars,false,,unprojected_formal_modal_application
M:1897:749,1897,Lydian 7+♯23,boundary,,,749,Locrian ♮2♭♭6♭♭7,boundary,,,false,,unprojected_formal_modal_application
M:1905:375,1905,Lydian 7+♯3𝄪2,satellite,D4,Mercury,375,Scale 375,satellite,D4,Venus,true,modal:D4-satellite:7-13:1:1905:375,canonical_modal_edge_projected
M:1927:3011,1927,7-5 rooted state 1927,boundary,,,3011,7-5 rooted state 3011,boundary,,,false,,unprojected_formal_modal_application
M:1931:3013,1931,Dorian +♭2𝄪4,boundary,,,3013,Ionian +𝄪34,boundary,,,false,,unprojected_formal_modal_application
M:1933:1507,1933,Dorian +𝄪4,boundary,,,1507,Lydian ♭7♭2♭6♯3,boundary,,,false,,unprojected_formal_modal_application
M:1939:3017,1939,Dominant +♭2𝄪4,satellite,D4,Saturn,3017,Scale 3017,satellite,D4,Moon,true,modal:D4-satellite:7-16:1:1939:3017,canonical_modal_edge_projected
M:1941:1509,1941,Dominant +𝄪4,satellite,A2,Sun,1509,Lydian Minor ♯3,satellite,A2,Mars,false,,unprojected_formal_modal_application
M:1945:755,1945,7-Z18 rooted state 1945,boundary,,,755,Ionian ♭2♭5𝄫6𝄫7,boundary,,,false,,unprojected_formal_modal_application
M:1955:3025,1955,Dominant +♭2♯3𝄪4,satellite,D3,Sun,3025,Ionian +𝄪234,satellite,D3,Mars,true,modal:D3-satellite:7-11:2:1955:3025,canonical_modal_edge_projected
M:1957:1513,1957,Dominant +♯3𝄪4,boundary,,,1513,Lydian ♭7♭6♯2♯3,boundary,,,false,,unprojected_formal_modal_application
M:1961:757,1961,Dominant +♯2♯3𝄪4,boundary,,,757,Lipsean Mode II,boundary,,,false,,unprojected_formal_modal_application
M:1969:379,1969,Dominant +♯3𝄪2♭4,satellite,D3,Mars,379,Kaikian Mode II,satellite,D3,Jupiter,true,modal:D3-satellite:7-11:1:1969:379,canonical_modal_edge_projected
M:1987:3041,1987,7-4 rooted state 1987,boundary,,,3041,Scale 3041,boundary,,,false,,unprojected_formal_modal_application
M:1989:1521,1989,Dominant +34,boundary,,,1521,Lydian 7♭6♯32,boundary,,,false,,unprojected_formal_modal_application
M:1993:761,1993,Dominant +♯234,satellite,D5,Mars,761,Major Locrian ♯267,satellite,D5,Jupiter,true,modal:D5-satellite:7-10:1:1993:761,canonical_modal_edge_projected
M:2001:381,2001,Dominant +234,anchor,D6,Mars,381,Alt ♮25♭67,anchor,D6,Jupiter,true,modal:D6:2001:381,canonical_modal_edge_projected
M:2017:191,2017,Dominant +34♯2,satellite,D6,Mars,191,Ultra-Alt 67,satellite,D6,Jupiter,true,modal:D6-satellite:7-2:1:2017:191,canonical_modal_edge_projected
M:2111:3103,2111,7-1 terminal cluster state 2111,anchor,D7,Saturn,3103,7-1 terminal cluster state 3103,anchor,D7,Moon,true,modal:D7:2111:3103,canonical_modal_edge_projected
M:2143:3119,2143,Alt ♮734♭56,satellite,D6,Saturn,3119,Alt ♮7♯6345,satellite,D6,Moon,true,modal:D6-satellite:7-2:1:2143:3119,canonical_modal_edge_projected
M:2159:3127,2159,7-4 rooted state 2159,boundary,,,3127,7-4 rooted state 3127,boundary,,,false,,unprojected_formal_modal_application
M:2167:3131,2167,7-5 rooted state 2167,boundary,,,3131,7-5 rooted state 3131,boundary,,,false,,unprojected_formal_modal_application
M:2171:3133,2171,7-5 rooted state 2171,boundary,,,3133,7-5 rooted state 3133,boundary,,,false,,unprojected_formal_modal_application
M:2173:1567,2173,7-4 rooted state 2173,boundary,,,1567,7-4 rooted state 1567,boundary,,,false,,unprojected_formal_modal_application
M:2207:3151,2207,7-3 rooted state 2207,boundary,,,3151,7-3 rooted state 3151,boundary,,,false,,unprojected_formal_modal_application
M:2223:3159,2223,Arcadian Minor,boundary,,,3159,Alt ♮7♯6𝄫3,boundary,,,false,,unprojected_formal_modal_application
M:2231:3163,2231,Arcadian,boundary,,,3163,Alt ♮7♯6,boundary,,,false,,unprojected_formal_modal_application
M:2235:3165,2235,Exotic Minor,satellite,D4,Sun,3165,Scale 3165,satellite,D4,Mars,true,modal:D4-satellite:7-13:1:2235:3165,canonical_modal_edge_projected
M:2237:1583,2237,Alt ♮27♭♭56,satellite,D3,Saturn,1583,Alt ♮6♭♭3♭4♭5,satellite,D3,Moon,true,modal:D3-satellite:7-11:1:2237:1583,canonical_modal_edge_projected
M:2255:3175,2255,Alt ♮7346,satellite,D5,Moon,3175,Locrian 3♯6♮7,satellite,D5,Mercury,true,modal:D5-satellite:7-6:1:2255:3175,canonical_modal_edge_projected
M:2263:3179,2263,Phlegmatic Minor,boundary,,,3179,Locrian ♮7♯6,boundary,,,false,,unprojected_formal_modal_application
M:2267:3181,2267,Scale 2267,satellite,D2,Saturn,3181,Melodic ♭5♯6,satellite,D2,Moon,true,modal:D2-satellite:7-Z38:1:2267:3181,canonical_modal_edge_projected
M:2269:1591,2269,Nomadic Minor,anchor,D3,Saturn,1591,Alt ♮6♭♭3♭5,anchor,D3,Moon,true,modal:D3:2269:1591,canonical_modal_edge_projected
M:2279:3187,2279,Scale 2279,satellite,D2,Saturn,3187,Scale 3187,satellite,D2,Moon,true,modal:D2-satellite:7-7:1:2279:3187,canonical_modal_edge_projected
M:2283:3189,2283,Pacific Minor,anchor,D2,Saturn,3189,Ionian ♭5♯6,anchor,D2,Moon,true,modal:D2:2283:3189,canonical_modal_edge_projected
M:2285:1595,2285,Supine,satellite,D2,Saturn,1595,Alt ♮65,satellite,D2,Moon,true,modal:D2-satellite:7-Z38:2:2285:1595,canonical_modal_edge_projected
M:2291:3193,2291,Scale 2291,satellite,D2,Saturn,3193,Scale 3193,satellite,D2,Moon,true,modal:D2-satellite:7-7:2:2291:3193,canonical_modal_edge_projected
M:2293:1597,2293,Bucolic,boundary,,,1597,Rāga Ravikosh,boundary,,,false,,unprojected_formal_modal_application
M:2297:799,2297,Raghupriya V,satellite,D5,Jupiter,799,Infra-Alt 5♭6,satellite,D5,Saturn,true,modal:D5-satellite:7-6:2:2297:799,canonical_modal_edge_projected
M:2335:3215,2335,7-3 rooted state 2335,boundary,,,3215,7-3 rooted state 3215,boundary,,,false,,unprojected_formal_modal_application
M:2351:3223,2351,Alt ♮7345,satellite,D5,Moon,3223,Alt ♮57♯63,satellite,D5,Mercury,true,modal:D5-satellite:7-10:1:2351:3223,canonical_modal_edge_projected
M:2359:3227,2359,Unorthodox Minor,satellite,D4,Sun,3227,Neapolitan Major ♭4♯6,satellite,D4,Mars,true,modal:D4-satellite:7-16:1:2359:3227,canonical_modal_edge_projected
M:2363:3229,2363,Unorthodox,anchor,D4,Sun,3229,Varunapriya ♭4,anchor,D4,Mars,true,modal:D4:2363:3229,canonical_modal_edge_projected
M:2365:1615,2365,Alt ♮27𝄫5,satellite,D4,Sun,1615,Sydian (Alt ♮6𝄫34),satellite,D4,Mars,true,modal:D4-satellite:7-16:2:2365:1615,canonical_modal_edge_projected
M:2383:3239,2383,Alt ♮734,anchor,D5,Moon,3239,Rāga Tanukirti,anchor,D5,Mercury,true,modal:D5:2383:3239,canonical_modal_edge_projected
M:2391:3243,2391,Phlegmatic,satellite,A2,Moon,3243,Mela Rupavati,satellite,A2,Mercury,false,,unprojected_formal_modal_application
M:2395:3245,2395,Alt ♮7,satellite,A1,Sun,3245,Rāga Daulati,satellite,A1,Mars,false,,unprojected_formal_modal_application
M:2397:1623,2397,Eccentric,satellite,A2,Saturn,1623,Alt ♮63,satellite,A2,Moon,false,,unprojected_formal_modal_application
M:2407:3251,2407,7-19 rooted state 2407,boundary,,,3251,7-19 rooted state 3251,boundary,,,false,,unprojected_formal_modal_application
M:2411:3253,2411,Locrian ♮7,satellite,A0,Saturn,3253,Mela Naganandini,satellite,A0,Moon,false,,unprojected_formal_modal_application
M:2413:1627,2413,Harmonic Minor ♭5,satellite,A1,Venus,1627,Superlocrian ♯6,satellite,A1,Sun,false,,unprojected_formal_modal_application
M:2419:3257,2419,Rāga Suddha Pancama,satellite,D1,Mercury,3257,Rāga Madhuranjani,satellite,D1,Venus,false,,unprojected_formal_modal_application
M:2421:1629,2421,Harmonic Major ♭5,satellite,A2,Jupiter,1629,Dorian Blues,satellite,A2,Saturn,false,,unprojected_formal_modal_application
M:2425:815,2425,Scale 2425,boundary,,,815,Scale 815,boundary,,,false,,unprojected_formal_modal_application
M:2447:3271,2447,Alt ♮5734,satellite,D5,Moon,3271,Mela Raghupriya,satellite,D5,Mercury,true,modal:D5-satellite:7-6:2:2447:3271,canonical_modal_edge_projected
M:2455:3275,2455,7-Z18 rooted state 2455,boundary,,,3275,7-Z18 rooted state 3275,boundary,,,false,,unprojected_formal_modal_application
M:2459:3277,2459,7-21 rooted state 2459,boundary,,,3277,7-21 rooted state 3277,boundary,,,false,,unprojected_formal_modal_application
M:2461:1639,2461,7-21 rooted state 2461,boundary,,,1639,7-21 rooted state 1639,boundary,,,false,,unprojected_formal_modal_application
M:2471:3283,2471,7-19 rooted state 2471,boundary,,,3283,7-19 rooted state 3283,boundary,,,false,,unprojected_formal_modal_application
M:2475:3285,2475,Neapolitan Minor,satellite,A0,Venus,3285,Mela Citrambari,satellite,A0,Sun,false,,unprojected_formal_modal_application
M:2477:1643,2477,Harmonic Minor,satellite,A0,Jupiter,1643,Locrian ♮6,satellite,A0,Saturn,false,,unprojected_formal_modal_application
M:2483:3289,2483,Double Harmonic,anchor,D1,Mercury,3289,Rasikapriya,anchor,D1,Venus,true,modal:D1:2483:3289,canonical_modal_edge_projected
M:2485:1645,2485,Harmonic Major,satellite,A0,Moon,1645,Dorian ♭5,satellite,A0,Mercury,false,,unprojected_formal_modal_application
M:2489:823,2489,Scale 2489,boundary,,,823,Scale 823,boundary,,,false,,unprojected_formal_modal_application
M:2503:3299,2503,Scale 2503,satellite,D2,Venus,3299,Scale 3299,satellite,D2,Sun,true,modal:D2-satellite:7-7:2:2503:3299,canonical_modal_edge_projected
M:2507:3301,2507,Chromatic Lydian Inverse,satellite,D1,Mars,3301,Rāga Loom Sarang,satellite,D1,Jupiter,false,,unprojected_formal_modal_application
M:2509:1651,2509,Double Harmonic Minor,anchor,D1,Mars,1651,Tsinganikos,anchor,D1,Jupiter,true,modal:D1:2509:1651,canonical_modal_edge_projected
M:2515:3305,2515,Chromatic Hypolydian,satellite,D1,Mercury,3305,Chromatic Hypophrygian,satellite,D1,Venus,false,,unprojected_formal_modal_application
M:2517:1653,2517,Lydian Harmonic Major,satellite,A0,Sun,1653,Mixolydian ♭5,satellite,A0,Mars,false,,unprojected_formal_modal_application
M:2521:827,2521,Scale 2521,boundary,,,827,Scale 827,boundary,,,false,,unprojected_formal_modal_application
M:2531:3313,2531,Scale 2531,satellite,D2,Sun,3313,Scale 3313,satellite,D2,Mars,true,modal:D2-satellite:7-7:1:2531:3313,canonical_modal_edge_projected
M:2533:1657,2533,7-19 rooted state 2533,boundary,,,1657,7-19 rooted state 1657,boundary,,,false,,unprojected_formal_modal_application
M:2537:829,2537,Scale 2537,boundary,,,829,7-Z18 rooted state 829,boundary,,,false,,unprojected_formal_modal_application
M:2545:415,2545,Lydian 2♯3♭6,satellite,D5,Jupiter,415,Infra-Alt 57,satellite,D5,Saturn,true,modal:D5-satellite:7-6:1:2545:415,canonical_modal_edge_projected
M:2591:3343,2591,Quixotic,satellite,D6,Moon,3343,Phrygian +34,satellite,D6,Mercury,true,modal:D6-satellite:7-2:2:2591:3343,canonical_modal_edge_projected
M:2607:3351,2607,Alt ♮67345,anchor,D6,Moon,3351,Crater Scale,anchor,D6,Mercury,true,modal:D6:2607:3351,canonical_modal_edge_projected
M:2615:3355,2615,Alt ♮67♭♭35,satellite,D3,Moon,3355,Phrygian +♭4,satellite,D3,Mercury,true,modal:D3-satellite:7-11:2:2615:3355,canonical_modal_edge_projected
M:2619:3357,2619,Alt ♮675,satellite,D4,Sun,3357,Scale 3357,satellite,D4,Mars,true,modal:D4-satellite:7-13:2:2619:3357,canonical_modal_edge_projected
M:2621:1679,2621,Euphoric,boundary,,,1679,Zephyrean Mode V,boundary,,,false,,unprojected_formal_modal_application
M:2639:3367,2639,Alt ♮6734,satellite,D5,Moon,3367,Neapolitan Major 3♯5♯6,satellite,D5,Mercury,true,modal:D5-satellite:7-10:2:2639:3367,canonical_modal_edge_projected
M:2647:3371,2647,Bohemian,boundary,,,3371,Neapolitan Maj ♯5♯6,boundary,,,false,,unprojected_formal_modal_application
M:2651:3373,2651,7-25 rooted state 2651,boundary,,,3373,Melodic +♯6,boundary,,,false,,unprojected_formal_modal_application
M:2653:1687,2653,Nomadic,boundary,,,1687,Midlocrian,boundary,,,false,,unprojected_formal_modal_application
M:2663:3379,2663,7-Z18 rooted state 2663,boundary,,,3379,7-Z18 rooted state 3379,boundary,,,false,,unprojected_formal_modal_application
M:2667:3381,2667,Neapolitan Major ♭5,satellite,A2,Mercury,3381,Ionian +♯6,satellite,A2,Venus,false,,unprojected_formal_modal_application
M:2669:1691,2669,Jeths' Mode,satellite,A1,Mars,1691,Dorian ♭2♭4,satellite,A1,Jupiter,false,,unprojected_formal_modal_application
M:2675:3385,2675,Chromatic Lydian,satellite,D1,Jupiter,3385,Chromatic Phrygian,satellite,D1,Saturn,false,,unprojected_formal_modal_application
M:2677:1693,2677,Ionian ♭5,satellite,A0,Moon,1693,Dorian ♭4,satellite,A0,Mercury,false,,unprojected_formal_modal_application
M:2681:847,2681,Scale 2681,boundary,,,847,Scale 847,boundary,,,false,,unprojected_formal_modal_application
M:2703:3399,2703,Erratic Minor,boundary,,,3399,Phrygian +𝄫3,boundary,,,false,,unprojected_formal_modal_application
M:2711:3403,2711,Erratic,boundary,,,3403,Enigmatic Minor,boundary,,,false,,unprojected_formal_modal_application
M:2715:3405,2715,Neapolitan Major ♭4,satellite,A2,Mercury,3405,Phrygian +♮2,satellite,A2,Venus,false,,unprojected_formal_modal_application
M:2717:1703,2717,Melodic ♭4,satellite,A1,Mars,1703,Rāga Bhanumati,satellite,A1,Jupiter,false,,unprojected_formal_modal_application
M:2727:3411,2727,Rāga Manoranjani,satellite,A2,Mercury,3411,Enigmatic,satellite,A2,Venus,false,,unprojected_formal_modal_application
M:2731:3413,2731,Neapolitan Major,anchor,A2,Mercury,3413,Leading Whole-Tone,anchor,A2,Venus,true,modal:A2:2731:3413,canonical_modal_edge_projected
M:2733:1707,2733,Melodic Minor,anchor,A1,Mars,1707,Dorian ♭2,anchor,A1,Jupiter,true,modal:A1:2733:1707,canonical_modal_edge_projected
M:2739:3417,2739,Rāga Supradhipam,satellite,A0,Moon,3417,Lydian +♯26,satellite,A0,Mercury,false,,unprojected_formal_modal_application
M:2741:1709,2741,Ionian,anchor,A0,Moon,1709,Dorian,anchor,A0,Mercury,true,modal:A0:2741:1709,canonical_modal_edge_projected
M:2745:855,2745,Rāga Sailadesakshi,satellite,A0,Moon,855,Ultralocrian 𝄫3,satellite,A0,Mercury,false,,unprojected_formal_modal_application
M:2759:3427,2759,Lydian ♭2♭♭3,boundary,,,3427,Phrygian +♯3,boundary,,,false,,unprojected_formal_modal_application
M:2763:3429,2763,Rāga Sauviram,satellite,A2,Mercury,3429,Lydian +♯36,satellite,A2,Venus,false,,unprojected_formal_modal_application
M:2765:1715,2765,Lydian Diminished,satellite,A0,Sun,1715,Dominant ♭2,satellite,A0,Mars,false,,unprojected_formal_modal_application
M:2771:3433,2771,Mela Gamanasrama,satellite,A0,Sun,3433,Superlydian Augmented,satellite,A0,Mars,false,,unprojected_formal_modal_application
M:2773:1717,2773,Lydian,anchor,A0,Sun,1717,Mixolydian,anchor,A0,Mars,true,modal:A0:2773:1717,canonical_modal_edge_projected
M:2777:859,2777,Aeolian Harmonic,satellite,A0,Sun,859,Ultralocrian,satellite,A0,Mars,false,,unprojected_formal_modal_application
M:2787:3441,2787,Lydian ♭2♯3,anchor,D2,Sun,3441,Superlydian Augmented ♯2,anchor,D2,Mars,true,modal:D2:2787:3441,canonical_modal_edge_projected
M:2789:1721,2789,Lydian ♯3,satellite,A0,Sun,1721,Rāga Ganavaridhi,satellite,A0,Mars,false,,unprojected_formal_modal_application
M:2793:861,2793,1sus4 & 7⁷,satellite,A2,Jupiter,861,Superlocrian ♮2𝄫7,satellite,A2,Saturn,false,,unprojected_formal_modal_application
M:2801:431,2801,Rāga Hindolita,boundary,,,431,Infra-Alt 7,boundary,,,false,,unprojected_formal_modal_application
M:2831:3463,2831,7-4 rooted state 2831,boundary,,,3463,7-4 rooted state 3463,boundary,,,false,,unprojected_formal_modal_application
M:2839:3467,2839,Kaikian Mode V,satellite,D3,Mercury,3467,Phrygian +𝄪4,satellite,D3,Venus,true,modal:D3-satellite:7-11:1:2839:3467,canonical_modal_edge_projected
M:2843:3469,2843,Neapolitan Major ♭4♯5,anchor,D3,Mercury,3469,Melodic +♯6𝄪4,anchor,D3,Venus,true,modal:D3:2843:3469,canonical_modal_edge_projected
M:2845:1735,2845,Melodic +♭4,satellite,D2,Mercury,1735,Navaneetam,satellite,D2,Venus,true,modal:D2-satellite:7-Z38:2:2845:1735,canonical_modal_edge_projected
M:2855:3475,2855,Ionian +♭2𝄫3,satellite,D4,Jupiter,3475,Enigmatic 𝄪4,satellite,D4,Saturn,true,modal:D4-satellite:7-16:2:2855:3475,canonical_modal_edge_projected
M:2859:3477,2859,Neapolitan Major ♯5,satellite,A2,Mercury,3477,Ionian +♯64,satellite,A2,Venus,false,,unprojected_formal_modal_application
M:2861:1739,2861,Melodic +,satellite,A1,Mars,1739,Rāga Sthavarajam,satellite,A1,Jupiter,false,,unprojected_formal_modal_application
M:2867:3481,2867,7-21 rooted state 2867,boundary,,,3481,Scale 3481,boundary,,,false,,unprojected_formal_modal_application
M:2869:1741,2869,Major Augmented,satellite,A0,Moon,1741,Dorian ♯4,satellite,A0,Mercury,false,,unprojected_formal_modal_application
M:2873:871,2873,Ionian Augmented ♯2,anchor,D1,Saturn,871,Locrian 𝄫3𝄫7,anchor,D1,Moon,true,modal:D1:2873:871,canonical_modal_edge_projected
M:2887:3491,2887,Zephyrean Mode VI,boundary,,,3491,Superlydian Augmented ♭2𝄪4,boundary,,,false,,unprojected_formal_modal_application
M:2891:3493,2891,7-25 rooted state 2891,boundary,,,3493,Ionian +♯3♯6𝄪4,boundary,,,false,,unprojected_formal_modal_application
M:2893:1747,2893,Lydian Augmented ♭3,satellite,A1,Saturn,1747,Lydian 7♭2,satellite,A1,Moon,false,,unprojected_formal_modal_application
M:2899:3497,2899,Lydian Augmented ♭2,satellite,A1,Saturn,3497,Superlydian Augmented 𝄪4,satellite,A1,Moon,false,,unprojected_formal_modal_application
M:2901:1749,2901,Lydian Augmented,anchor,A1,Saturn,1749,Acoustic,anchor,A1,Moon,true,modal:A1:2901:1749,canonical_modal_edge_projected
M:2905:875,2905,Aeolian Flat,satellite,A0,Jupiter,875,Locrian double-flat 7,satellite,A0,Saturn,false,,unprojected_formal_modal_application
M:2915:3505,2915,Scale 2915,satellite,D2,Sun,3505,Superlydian Augmented 24,satellite,D2,Mars,true,modal:D2-satellite:7-Z38:2:2915:3505,canonical_modal_edge_projected
M:2917:1753,2917,Lydian Augmented ♯3,satellite,A1,Saturn,1753,Hungarian Major,satellite,A1,Moon,false,,unprojected_formal_modal_application
M:2921:877,2921,Lydian Augmented ♯2♯3,satellite,A1,Mercury,877,Hungarian Major Inverse,satellite,A1,Venus,false,,unprojected_formal_modal_application
M:2929:439,2929,Lydian +♯32,satellite,D2,Mars,439,Infra-Alt 7♭4,satellite,D2,Jupiter,true,modal:D2-satellite:7-Z38:1:2929:439,canonical_modal_edge_projected
M:2951:3523,2951,7-5 rooted state 2951,boundary,,,3523,7-5 rooted state 3523,boundary,,,false,,unprojected_formal_modal_application
M:2955:3525,2955,Neapolitan Maj 𝄪4♯5,satellite,D4,Saturn,3525,Scale 3525,satellite,D4,Moon,true,modal:D4-satellite:7-13:1:2955:3525,canonical_modal_edge_projected
M:2957:1763,2957,Melodic +4,satellite,D2,Venus,1763,Lydian 7♭2♯3,satellite,D2,Sun,true,modal:D2-satellite:7-Z38:1:2957:1763,canonical_modal_edge_projected
M:2963:3529,2963,Ionian +♭2𝄪4,anchor,D4,Saturn,3529,Superlydian Augmented 𝄪3𝄪4,anchor,D4,Moon,true,modal:D4:2963:3529,canonical_modal_edge_projected
M:2965:1765,2965,Ionian +𝄪4,satellite,A1,Saturn,1765,Lydian ♭7♯3,satellite,A1,Moon,false,,unprojected_formal_modal_application
M:2969:883,2969,Scale 2969,boundary,,,883,Scale 883,boundary,,,false,,unprojected_formal_modal_application
M:2979:3537,2979,Ionian +♭2♯3𝄪4,satellite,D4,Saturn,3537,Scale 3537,satellite,D4,Moon,true,modal:D4-satellite:7-13:2:2979:3537,canonical_modal_edge_projected
M:2981:1769,2981,Noh,boundary,,,1769,Lydian ♭7♯2♯3,boundary,,,false,,unprojected_formal_modal_application
M:2985:885,2985,Ionian +♯23𝄪4,satellite,A2,Mars,885,Major Locrian 𝄫7,satellite,A2,Jupiter,false,,unprojected_formal_modal_application
M:2993:443,2993,Ionian +♯324,anchor,D3,Mars,443,Alt ♭♭5♭♭6♭♭♭7,anchor,D3,Jupiter,true,modal:D3:2993:443,canonical_modal_edge_projected
M:3011:3553,3011,7-5 rooted state 3011,boundary,,,3553,Scale 3553,boundary,,,false,,unprojected_formal_modal_application
M:3013:1777,3013,Ionian +𝄪34,boundary,,,1777,Lydian ♭7♯3𝄪2,boundary,,,false,,unprojected_formal_modal_application
M:3017:889,3017,Scale 3017,satellite,D4,Moon,889,Scale 889,satellite,D4,Mercury,true,modal:D4-satellite:7-16:1:3017:889,canonical_modal_edge_projected
M:3025:445,3025,Ionian +𝄪234,satellite,D3,Mars,445,Alt ♮2♭♭5♭6♭♭♭7,satellite,D3,Jupiter,true,modal:D3-satellite:7-11:2:3025:445,canonical_modal_edge_projected
M:3041:223,3041,Scale 3041,boundary,,,223,Scale 223,boundary,,,false,,unprojected_formal_modal_application
M:3103:3599,3103,7-1 terminal cluster state 3103,anchor,D7,Moon,3599,7-1 terminal cluster state 3599,anchor,D7,Mercury,true,modal:D7:3103:3599,canonical_modal_edge_projected
M:3119:3607,3119,Alt ♮7♯6345,satellite,D6,Moon,3607,Alt ♮7♯653,satellite,D6,Mercury,true,modal:D6-satellite:7-2:1:3119:3607,canonical_modal_edge_projected
M:3127:3611,3127,7-4 rooted state 3127,boundary,,,3611,7-4 rooted state 3611,boundary,,,false,,unprojected_formal_modal_application
M:3131:3613,3131,7-5 rooted state 3131,boundary,,,3613,7-5 rooted state 3613,boundary,,,false,,unprojected_formal_modal_application
M:3133:1807,3133,7-5 rooted state 3133,boundary,,,1807,7-5 rooted state 1807,boundary,,,false,,unprojected_formal_modal_application
M:3151:3623,3151,7-3 rooted state 3151,boundary,,,3623,7-3 rooted state 3623,boundary,,,false,,unprojected_formal_modal_application
M:3159:3627,3159,Alt ♮7♯6𝄫3,boundary,,,3627,Neapolitan Maj 5♯6,boundary,,,false,,unprojected_formal_modal_application
M:3163:3629,3163,Alt ♮7♯6,boundary,,,3629,Melodic 𝄪5♯6,boundary,,,false,,unprojected_formal_modal_application
M:3165:1815,3165,Scale 3165,satellite,D4,Mars,1815,Scale 1815,satellite,D4,Jupiter,true,modal:D4-satellite:7-13:1:3165:1815,canonical_modal_edge_projected
M:3175:3635,3175,Locrian 3♯6♮7,satellite,D5,Mercury,3635,Ionian ♭25♯6,satellite,D5,Venus,true,modal:D5-satellite:7-6:1:3175:3635,canonical_modal_edge_projected
M:3179:3637,3179,Locrian ♮7♯6,boundary,,,3637,Rāga Rageshri,boundary,,,false,,unprojected_formal_modal_application
M:3181:1819,3181,Melodic ♭5♯6,satellite,D2,Moon,1819,Alt ♮6♯5,satellite,D2,Mercury,true,modal:D2-satellite:7-Z38:1:3181:1819,canonical_modal_edge_projected
M:3187:3641,3187,Scale 3187,satellite,D2,Moon,3641,Ionian ♯2𝄪5♯6,satellite,D2,Mercury,true,modal:D2-satellite:7-7:1:3187:3641,canonical_modal_edge_projected
M:3189:1821,3189,Ionian ♭5♯6,anchor,D2,Moon,1821,Dorian +♭4,anchor,D2,Mercury,true,modal:D2:3189:1821,canonical_modal_edge_projected
M:3193:911,3193,Scale 3193,satellite,D2,Moon,911,Phrygian 𝄫3𝄫4𝄫7,satellite,D2,Mercury,true,modal:D2-satellite:7-7:2:3193:911,canonical_modal_edge_projected
M:3215:3655,3215,7-3 rooted state 3215,boundary,,,3655,7-3 rooted state 3655,boundary,,,false,,unprojected_formal_modal_application
M:3223:3659,3223,Alt ♮57♯63,satellite,D5,Mercury,3659,Phrygian +5,satellite,D5,Venus,true,modal:D5-satellite:7-10:1:3223:3659,canonical_modal_edge_projected
M:3227:3661,3227,Neapolitan Major ♭4♯6,satellite,D4,Mars,3661,Melodic ♯4𝄪5♯6,satellite,D4,Jupiter,true,modal:D4-satellite:7-16:1:3227:3661,canonical_modal_edge_projected
M:3229:1831,3229,Varunapriya ♭4,anchor,D4,Mars,1831,Dominant +♭2𝄫3,anchor,D4,Jupiter,true,modal:D4:3229:1831,canonical_modal_edge_projected
M:3239:3667,3239,Rāga Tanukirti,anchor,D5,Mercury,3667,Lydian ♭25♯6,anchor,D5,Venus,true,modal:D5:3239:3667,canonical_modal_edge_projected
M:3243:3669,3243,Mela Rupavati,satellite,A2,Mercury,3669,Ionian ♯4𝄪5♯6,satellite,A2,Venus,false,,unprojected_formal_modal_application
M:3245:1835,3245,Rāga Daulati,satellite,A1,Mars,1835,Dorian +♭2,satellite,A1,Jupiter,false,,unprojected_formal_modal_application
M:3251:3673,3251,7-19 rooted state 3251,boundary,,,3673,Scale 3673,boundary,,,false,,unprojected_formal_modal_application
